Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.758938455179278,6,2.22675974403723,610,Adipose Tissue
Adrenal Gland,0.204603125411644,6,1.11630212890055,159,Adrenal Gland
Artery,0.249693913564464,6,1.30864957264957,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.204603125411644,15,1.05588657177535,1401,Brain
Breast,0.0,2,0.336746722970001,215,Breast
Cervix Uteri,0.328594267789484,5,1.5822585978836,11,Cervix Uteri
Colon,1.09952131590962,5,3.25161399932042,377,Colon
Esophagus,0.306129638221455,6,1.44173258003766,790,Esophagus
Fallopian Tube,0.213290828955741,3,1.31268861454047,7,Fallopian Tube
Heart,0.850700423345795,11,1.83900244584207,486,Heart
Kidney,0.704769182516361,7,1.96125018298931,36,Kidney
Liver,1.67604752835473,12,2.77075642417662,141,Liver
Lung,1.5318790527625,11,2.49117264229085,374,Lung
Muscle,0.15518709592593,4,1.05015089163237,469,Muscle
Nerve,0.328594267789484,4,1.70807675145025,331,Nerve
Ovary,0.305769432318281,4,1.55791615791616,110,Ovary
Pancreas,0.0,1,0.354425925925926,199,Pancreas
Pituitary,0.213290828955741,5,1.21378741755454,126,Pituitary
Prostate,0.0072984777473234,1,0.537008978675645,121,Prostate
Salivary Gland,1.65800431132755,9,3.17396351575456,71,Salivary Gland
Skin,0.0137398133148437,4,0.728896505760259,659,Skin
Small Intestine,1.64188863195229,9,3.02353870458136,103,Small Intestine
Spleen,4.16533527477712,22,3.1441009557945,118,Spleen
Stomach,0.109287147266327,2,0.964424288233812,206,Stomach
Testis,0.0,3,0.288542137795869,203,Testis
Thyroid,1.41394435846803,7,3.08196457326892,360,Thyroid
Uterus,0.213290828955741,1,2.14803591470258,93,Uterus
Vagina,0.354485697100471,3,2.12655555555556,95,Vagina
