Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.861285485093192,5,2.81472439555268,610,Adipose Tissue
Adrenal Gland,0.0613313774826242,3,0.846633637087499,159,Adrenal Gland
Artery,0.187985492144951,4,1.32335350043215,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0681110472059944,9,0.960975419256218,1401,Brain
Breast,0.0120370740301891,2,0.510795591021911,215,Breast
Cervix Uteri,0.0681110472059944,2,0.960022070626003,11,Cervix Uteri
Colon,0.959899288472705,4,3.9457787856922,377,Colon
Esophagus,0.728652246303152,6,2.186897733765,790,Esophagus
Fallopian Tube,0.059746530438941,1,0.663718962408101,7,Fallopian Tube
Heart,0.343068345294541,6,1.52154441382234,486,Heart
Kidney,0.594134422165599,5,2.12495003774926,36,Kidney
Liver,0.378494512801073,5,1.75118032426893,141,Liver
Lung,2.47398042567437,11,3.77874501920523,374,Lung
Muscle,0.0613313774826242,2,0.796462754889721,469,Muscle
Nerve,0.131671786534365,2,1.29545146879653,331,Nerve
Ovary,0.871852170801254,5,2.95391406346462,110,Ovary
Pancreas,0.0702959280139213,2,1.07522471910112,199,Pancreas
Pituitary,0.059746530438941,2,0.736455287055564,126,Pituitary
Prostate,0.0613313774826242,1,0.814564181137215,121,Prostate
Salivary Gland,0.838835645145638,5,2.67468835597294,71,Salivary Gland
Skin,0.242623009507961,5,1.38203691401173,659,Skin
Small Intestine,0.987186793916374,6,3.05751104957666,103,Small Intestine
Spleen,2.47398042567437,14,3.03490848133382,118,Spleen
Stomach,0.16832528032289,2,1.46289077428724,206,Stomach
Testis,0.0,1,0.145892092143979,203,Testis
Thyroid,0.343068345294541,3,2.00352432130644,360,Thyroid
Uterus,0.259614218675659,1,3.25825672454886,93,Uterus
Vagina,1.62920287896351,5,5.37612359550562,95,Vagina
