Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.41149708009454,8,2.67211169284468,610,Adipose Tissue
Adrenal Gland,0.277069048231302,7,1.17211723534558,159,Adrenal Gland
Artery,0.277069048231302,6,1.17778461538462,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.312033895818753,18,1.14035749751738,1401,Brain
Breast,0.208444208660482,7,1.0607521773555,215,Breast
Cervix Uteri,0.312033895818753,5,1.42403273809524,11,Cervix Uteri
Colon,2.09719987656708,7,4.09703363914373,377,Colon
Esophagus,1.5322013174273,11,2.37885875706215,790,Esophagus
Fallopian Tube,0.316400736213929,4,1.57522633744856,7,Fallopian Tube
Heart,0.724863979728456,11,1.65510220125786,486,Heart
Kidney,0.335218912179373,6,1.51296442687747,36,Kidney
Liver,2.97899751656396,15,3.1171009771987,141,Liver
Lung,8.30776398785252,24,4.8917571884984,374,Lung
Muscle,0.0503969038394858,3,0.708851851851852,469,Muscle
Nerve,0.0682041941991965,2,0.768634538152611,331,Nerve
Ovary,0.312033895818753,4,1.40212454212454,110,Ovary
Pancreas,0.277069048231302,4,1.27593333333333,199,Pancreas
Pituitary,0.312033895818753,6,1.3108904109589,126,Pituitary
Prostate,0.0261420333962699,1,0.483308080808081,121,Prostate
Salivary Gland,1.33951135771103,8,2.53917081260365,71,Salivary Gland
Skin,1.23089358987213,12,1.9680205655527,659,Skin
Small Intestine,2.52132774091473,11,3.32589257503949,103,Small Intestine
Spleen,4.78152734546542,24,3.08693548387097,118,Spleen
Stomach,0.089391351095872,2,0.867981859410431,206,Stomach
Testis,0.0,5,0.432813206693804,203,Testis
Thyroid,0.316400736213929,4,1.58501035196687,360,Thyroid
Uterus,0.642913922436685,2,3.86646464646465,93,Uterus
Vagina,2.89090615815675,8,5.10373333333333,95,Vagina
