Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.62612000820261,7,1.66215478524106,610,Adipose Tissue
Adrenal Gland,0.338052556347275,10,1.19036956873282,159,Adrenal Gland
Artery,0.0411420896989605,5,0.697739701057237,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.132011249374361,21,0.945794133012044,1401,Brain
Breast,0.338052556347275,11,1.18499735452714,215,Breast
Cervix Uteri,1.44242963043852,11,2.22716020649966,11,Cervix Uteri
Colon,1.85945205335539,8,3.32866646375929,377,Colon
Esophagus,1.15640177351791,12,1.84487107398185,790,Esophagus
Fallopian Tube,0.358598649872364,5,1.39978643730618,7,Fallopian Tube
Heart,1.43304388194668,17,1.8184018152553,486,Heart
Kidney,1.44242963043852,12,2.15113425622389,36,Kidney
Liver,1.83480529073936,15,2.2159485619896,141,Liver
Lung,6.64701754211869,26,3.7673485456445,374,Lung
Muscle,0.159287585335265,6,1.00784623486045,469,Muscle
Nerve,0.807351505697152,7,1.91247930109062,331,Nerve
Ovary,0.677486103027577,7,1.74434925264309,110,Ovary
Pancreas,2.96884517884871,14,3.17471563981043,199,Pancreas
Pituitary,0.132011249374361,6,0.931912614425761,126,Pituitary
Prostate,0.0541344653823011,2,0.687167887404854,121,Prostate
Salivary Gland,1.43304388194668,10,2.25637216759803,71,Salivary Gland
Skin,0.582142721663544,12,1.39906675276258,659,Skin
Small Intestine,5.63662156826704,19,4.08392668628288,103,Small Intestine
Spleen,5.63662156826704,31,2.83456753554502,118,Spleen
Stomach,0.4413043305394,5,1.54262178805171,206,Stomach
Testis,0.0,4,0.246149691010694,203,Testis
Thyroid,2.2775535364189,11,3.09865767860822,360,Thyroid
Uterus,0.163053669888523,1,1.37433577480971,93,Uterus
Vagina,1.24889429813385,6,2.72118483412322,95,Vagina
