Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.153929561952231,5,1.44386438734403,610,Adipose Tissue
Adrenal Gland,0.04511023496016,7,1.01335784035641,159,Adrenal Gland
Artery,0.04511023496016,6,1.01825759255154,747,Artery
Bladder,0.0482814436549545,1,1.96984355701935,13,Bladder
Brain,0.04511023496016,18,0.985899853761422,1401,Brain
Breast,0.0,3,0.393032918740203,215,Breast
Cervix Uteri,0.0,1,0.246230444627419,11,Cervix Uteri
Colon,2.79549282010865,9,4.55413372815483,377,Colon
Esophagus,0.0,4,0.747872808088702,790,Esophagus
Fallopian Tube,0.0,2,0.680933575265948,7,Fallopian Tube
Heart,0.0,3,0.39025202544723,486,Heart
Kidney,1.41195320856241,11,2.39807041724095,36,Kidney
Liver,1.35783294174042,12,2.15591998422965,141,Liver
Lung,4.74456670770812,20,3.52432074099309,374,Lung
Muscle,0.04511023496016,5,1.02140036289892,469,Muscle
Nerve,0.066631164282324,4,1.32905107461546,331,Nerve
Ovary,0.165511140283257,5,1.51526427463027,110,Ovary
Pancreas,0.0,3,0.827334293948127,199,Pancreas
Pituitary,0.0,3,0.566667324622005,126,Pituitary
Prostate,0.0,1,0.417845603004104,121,Prostate
Salivary Gland,0.955054071367842,8,2.19524854115589,71,Salivary Gland
Skin,0.0,5,0.70894112591956,659,Skin
Small Intestine,1.9123342161627,11,2.87541144816095,103,Small Intestine
Spleen,11.0329194301691,37,4.11443130054848,118,Spleen
Stomach,0.04511023496016,3,1.12562488972534,206,Stomach
Testis,0.0,2,0.149676036896993,203,Testis
Thyroid,0.264141979776161,5,1.71290744088639,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,1.35783294174042,6,3.30933717579251,95,Vagina
