Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,2.22982607272208,18,2.23781066088109,610,Adipose Tissue
Adrenal Gland,0.23796801984631,17,1.05951752929147,159,Adrenal Gland
Artery,0.767502665713958,19,1.38820767322008,747,Artery
Bladder,0.318501760579424,2,1.6961183977313,13,Bladder
Brain,0.908313197330294,53,1.24977145095991,1401,Brain
Breast,0.140311404238807,16,0.902447793567248,215,Breast
Cervix Uteri,0.767502665713958,14,1.48410359801489,11,Cervix Uteri
Colon,2.41235626020966,13,2.83205090263392,377,Colon
Esophagus,1.89773383505382,23,1.85135635277789,790,Esophagus
Fallopian Tube,0.213970608038212,7,1.02604693196091,7,Fallopian Tube
Heart,1.05774236388657,26,1.45610164333536,486,Heart
Kidney,1.76540586562506,20,1.87712708049314,36,Kidney
Liver,7.05623024350633,37,2.86185449519483,141,Liver
Lung,19.6487006496389,58,4.40015379858727,374,Lung
Muscle,0.419412261236182,14,1.23125631835309,469,Muscle
Nerve,0.580036228055622,10,1.43046129929146,331,Nerve
Ovary,0.217257037312339,8,1.04376516783465,110,Ovary
Pancreas,0.776684851562058,13,1.54346774193548,199,Pancreas
Pituitary,0.198762955906588,12,0.975848941160474,126,Pituitary
Prostate,0.217257037312339,6,1.07934807128356,121,Prostate
Salivary Gland,2.04871620214023,18,2.12647679715566,71,Salivary Gland
Skin,0.600403717272014,21,1.28189925175579,659,Skin
Small Intestine,4.64257787659687,25,2.81346653652112,103,Small Intestine
Spleen,17.8851511042585,71,3.39907598255023,118,Spleen
Stomach,0.198762955906588,6,0.969210512989315,206,Stomach
Testis,2.28748093297248e-05,13,0.418851490348842,203,Testis
Thyroid,1.62308146909122,14,2.06483978854245,360,Thyroid
Uterus,0.249574347061622,2,1.43913076171141,93,Uterus
Vagina,1.60369780529768,10,2.37456575682382,95,Vagina
