Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.957091989468509,13,1.82957085710924,610,Adipose Tissue
Adrenal Gland,0.534888169964634,19,1.34050325872187,159,Adrenal Gland
Artery,0.398218671733284,15,1.24064390665514,747,Artery
Bladder,0.102015132437528,1,0.960022070626003,13,Bladder
Brain,0.534888169964634,45,1.20121927407027,1401,Brain
Breast,0.117415922587214,15,0.957741733166084,215,Breast
Cervix Uteri,0.530798400552433,12,1.440033105939,11,Cervix Uteri
Colon,0.834121541388909,8,1.9728893928461,377,Colon
Esophagus,0.307956198635388,13,1.18456960578937,790,Esophagus
Fallopian Tube,0.129983013745274,6,0.995578443612151,7,Fallopian Tube
Heart,1.10567467176273,25,1.58494209773161,486,Heart
Kidney,0.398218671733284,12,1.27497002264955,36,Kidney
Liver,7.46987502393557,36,3.15212458368408,141,Liver
Lung,6.63983954296124,34,2.91993933302222,374,Lung
Muscle,0.129983013745274,10,0.995578443612151,469,Muscle
Nerve,0.834121541388909,11,1.78124576959523,331,Nerve
Ovary,0.0754115200284713,5,0.738478515866156,110,Ovary
Pancreas,0.398218671733284,10,1.3440308988764,199,Pancreas
Pituitary,0.210112487123888,12,1.10468293058335,126,Pituitary
Prostate,0.0901960308782191,4,0.814564181137215,121,Prostate
Salivary Gland,2.08417586968599,17,2.273485102577,71,Salivary Gland
Skin,0.156658977811917,15,1.0365276855088,659,Skin
Small Intestine,3.51341995684435,21,2.67532216837957,103,Small Intestine
Spleen,6.73423891205862,46,2.49296053823849,118,Spleen
Stomach,0.0754115200284713,4,0.731445387143621,206,Stomach
Testis,1.14188110453125e-05,10,0.364730230359947,203,Testis
Thyroid,0.516915195564382,9,1.50264324097983,360,Thyroid
Uterus,0.0901960308782191,1,0.814564181137215,93,Uterus
Vagina,0.923677074781156,8,2.15044943820225,95,Vagina
