Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,2.58905727758533,16,2.50510471204188,610,Adipose Tissue
Adrenal Gland,0.209970927178391,13,1.02036991469816,159,Adrenal Gland
Artery,1.07174605437747,17,1.56424519230769,747,Artery
Bladder,0.152804111059778,1,1.06802455357143,13,Bladder
Brain,1.08620921648592,44,1.306659632572,1401,Brain
Breast,0.152804111059778,13,0.923422654394299,215,Breast
Cervix Uteri,0.354899287515728,9,1.20152762276786,11,Cervix Uteri
Colon,3.38434431319815,13,3.56661410550459,377,Colon
Esophagus,1.08620921648592,16,1.62194915254237,790,Esophagus
Fallopian Tube,0.378530087325863,7,1.29217785493827,7,Fallopian Tube
Heart,1.63477155477655,24,1.69271816037736,486,Heart
Kidney,3.20965766102028,21,2.48220726284585,36,Kidney
Liver,4.43375416946402,27,2.6300539495114,141,Liver
Lung,11.9800182727565,41,3.91722743610224,374,Lung
Muscle,0.709953359265215,13,1.43985532407407,469,Muscle
Nerve,0.744969178688863,9,1.62133847891566,331,Nerve
Ovary,0.392946417943412,8,1.31449175824176,110,Ovary
Pancreas,1.08620921648592,12,1.79428125,199,Pancreas
Pituitary,0.311928653031408,11,1.12654644691781,126,Pituitary
Prostate,0.152804111059778,4,0.906202651515152,121,Prostate
Salivary Gland,2.40416234990865,16,2.38047263681592,71,Salivary Gland
Skin,1.54117601238026,22,1.69126767352185,659,Skin
Small Intestine,6.371455448577,25,3.54320941943128,103,Small Intestine
Spleen,13.4133115352703,56,3.37633568548387,118,Spleen
Stomach,0.0435510112713272,3,0.610299744897959,206,Stomach
Testis,0.0012817310076861,13,0.527491095658073,203,Testis
Thyroid,1.63512400216954,12,2.22892080745342,360,Thyroid
Uterus,0.378530087325863,2,1.8124053030303,93,Uterus
Vagina,2.67344906103177,11,3.289515625,95,Vagina
