Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.49393343707457,11,2.34520441127325,610,Adipose Tissue
Adrenal Gland,0.0260587609837237,6,0.64127994638968,159,Adrenal Gland
Artery,0.348324119479752,10,1.25296235679214,747,Artery
Bladder,0.159321318693348,1,1.45433130699088,13,Bladder
Brain,0.188372833988823,26,1.05139343742737,1401,Brain
Breast,0.0844318086015532,9,0.870526102996917,215,Breast
Cervix Uteri,0.16398055528923,6,1.09074848024316,11,Cervix Uteri
Colon,2.59175317335829,10,3.73589693538942,377,Colon
Esophagus,0.750251830686884,12,1.65645870897944,790,Esophagus
Fallopian Tube,0.397665432307013,6,1.50819542947203,7,Fallopian Tube
Heart,1.4873303004036,19,1.82477418707346,486,Heart
Kidney,0.606383708089248,10,1.60953662433773,36,Kidney
Liver,2.10486587885368,17,2.25492411116501,141,Liver
Lung,11.6740925441455,35,4.55349738291075,374,Lung
Muscle,0.397665432307013,9,1.35737588652482,469,Muscle
Nerve,0.150817283851405,4,0.981235580620354,331,Nerve
Ovary,0.442905903698817,7,1.56620294599018,110,Ovary
Pancreas,0.150817283851405,5,1.01803191489362,199,Pancreas
Pituitary,0.150817283851405,7,0.97619498688429,126,Pituitary
Prostate,0.0290064805380414,2,0.616989039329465,121,Prostate
Salivary Gland,2.10486587885368,13,2.63371440668995,71,Salivary Gland
Skin,0.370007304005513,12,1.25618333971449,659,Skin
Small Intestine,2.64035023471846,15,2.89487748310981,103,Small Intestine
Spleen,8.61140203791763,39,3.20187457103638,118,Spleen
Stomach,0.0260587609837237,2,0.554030974091764,206,Stomach
Testis,0.0009351431932226,8,0.442021998325587,203,Testis
Thyroid,0.606383708089248,7,1.77049028677151,360,Thyroid
Uterus,0.397665432307013,2,2.46795615731786,93,Uterus
Vagina,1.42598507983378,7,2.85048936170213,95,Vagina
