Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0936965676593575,2,1.16822315815174,159,Adrenal Gland
Artery,0.0304772965132579,1,0.684758497316637,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.316263572143071,7,1.54699660515923,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.41265635108157,3,2.98053363787375,11,Cervix Uteri
Colon,0.722598547873115,3,6.12513334755707,377,Colon
Esophagus,0.316263572143071,3,2.26318486401261,790,Esophagus
Fallopian Tube,0.0936965676593575,1,1.3737438989377,7,Fallopian Tube
Heart,0.541134942754541,5,2.62436924089513,486,Heart
Kidney,0.359423114416361,3,2.63889144222815,36,Kidney
Liver,0.541134942754541,4,2.89962881599879,141,Liver
Lung,0.0304772965132579,1,0.711011219258489,374,Lung
Muscle,0.0311415260459008,1,0.824246339362618,469,Muscle
Nerve,0.0936965676593575,1,1.34064163631269,331,Nerve
Ovary,0.284204977022006,2,2.44556606184513,110,Ovary
Pancreas,0.0835036009311173,1,1.11273255813953,199,Pancreas
Pituitary,0.105623278798586,2,1.52429117553361,126,Pituitary
Prostate,0.0936965676593575,1,1.68595842142354,121,Prostate
Salivary Gland,0.0835036009311173,1,1.10719657526322,71,Salivary Gland
Skin,0.210896222224411,3,1.71629700484247,659,Skin
Small Intestine,1.96053662135012,6,6.32833682354238,103,Small Intestine
Spleen,0.630355157920988,6,2.69209489872468,118,Spleen
Stomach,0.0936965676593575,1,1.51392184780889,206,Stomach
Testis,0.0,1,0.301962702344514,203,Testis
Thyroid,0.316263572143071,2,2.76455293947711,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.105623278798586,1,2.22546511627907,95,Vagina
