Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.883101806632825,9,1.94361572486008,610,Adipose Tissue
Adrenal Gland,0.0317706886913909,7,0.757834419404471,159,Adrenal Gland
Artery,0.345038714637138,10,1.26916445623342,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.107929728681845,24,0.983066808204636,1401,Brain
Breast,0.0,6,0.587855270701941,215,Breast
Cervix Uteri,0.432003213124748,8,1.47313731527094,11,Cervix Uteri
Colon,2.18798442585119,9,3.40578535273648,377,Colon
Esophagus,0.628996011503203,11,1.53805523085915,790,Esophagus
Fallopian Tube,0.0393496442625288,3,0.763848978288633,7,Fallopian Tube
Heart,0.840346111887147,16,1.55652244632401,486,Heart
Kidney,0.883101806632825,11,1.79338455772114,36,Kidney
Liver,3.3237879325108,20,2.68715601482646,141,Liver
Lung,10.3880973869668,33,4.34881431089567,374,Lung
Muscle,0.413035283796774,9,1.37492816091954,469,Muscle
Nerve,0.241181132711427,5,1.24240496468633,331,Nerve
Ovary,0.345038714637138,6,1.35981906025009,110,Ovary
Pancreas,0.413035283796774,7,1.44367456896552,199,Pancreas
Pituitary,0.0453509417247713,6,0.84755845536136,126,Pituitary
Prostate,0.0317706886913909,2,0.624967345872518,121,Prostate
Salivary Gland,1.0404115761334,10,2.052131583462,71,Salivary Gland
Skin,0.64915674406251,14,1.48449827142984,659,Skin
Small Intestine,3.3237879325108,16,3.12779865991175,103,Small Intestine
Spleen,7.65714334340627,37,3.07695616657397,118,Spleen
Stomach,0.0453509417247713,3,0.841792751583392,206,Stomach
Testis,0.0,7,0.391770575024564,203,Testis
Thyroid,1.60534509507913,10,2.56197793960163,360,Thyroid
Uterus,0.107929728681845,1,1.24993469174504,93,Uterus
Vagina,2.37646199367343,9,3.71230603448276,95,Vagina
