Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.288136670590176,5,1.48670902791803,610,Adipose Tissue
Adrenal Gland,0.0,4,0.596244460540355,159,Adrenal Gland
Artery,0.103804640595304,6,1.04847295138096,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.103804640595304,17,0.958757539950318,1401,Brain
Breast,0.103804640595304,7,0.94428977212656,215,Breast
Cervix Uteri,0.529615805105058,7,1.77475890207715,11,Cervix Uteri
Colon,2.89072303357277,9,4.6892712275066,377,Colon
Esophagus,0.874760687737065,10,1.92516219886335,790,Esophagus
Fallopian Tube,0.41766888438617,5,1.7528482983478,7,Fallopian Tube
Heart,0.103804640595304,7,0.937608476569061,486,Heart
Kidney,0.254457269221287,6,1.34685260552891,36,Kidney
Liver,1.30587734819202,12,2.21989387100204,141,Liver
Lung,5.26924331430805,21,3.81034499104104,374,Lung
Muscle,0.070810013941586,4,0.841367183206946,469,Muscle
Nerve,0.103804640595304,3,1.02636659397233,331,Nerve
Ovary,0.103804640595304,3,0.936136563733003,110,Ovary
Pancreas,0.103804640595304,4,1.13584569732938,199,Pancreas
Pituitary,0.0,2,0.388988252510061,126,Pituitary
Prostate,0.0,1,0.430244582321734,121,Prostate
Salivary Gland,0.895014238228523,8,2.26038944742165,71,Salivary Gland
Skin,0.288136670590176,9,1.31396031824735,659,Skin
Small Intestine,1.50339557626316,10,2.69157748182317,103,Small Intestine
Spleen,2.96661021458083,22,2.51901263520628,118,Spleen
Stomach,0.103804640595304,3,1.15902622176467,206,Stomach
Testis,0.0,6,0.462352386972609,203,Testis
Thyroid,0.674574645236983,6,2.11648266583114,360,Thyroid
Uterus,0.520740306477168,2,3.44195665857387,93,Uterus
Vagina,0.879176321287172,5,2.83961424332344,95,Vagina
