Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,2.28062220678188,22,1.95780830070769,610,Adipose Tissue
Adrenal Gland,0.71501292171813,28,1.24914803056368,159,Adrenal Gland
Artery,0.801327628364832,25,1.30748736166143,747,Artery
Bladder,0.563850535515361,3,1.82114311088556,13,Bladder
Brain,1.45699269893109,75,1.26593860736832,1401,Brain
Breast,0.654521716548272,30,1.21121157018517,215,Breast
Cervix Uteri,0.649943555159794,17,1.28997637021061,11,Cervix Uteri
Colon,3.1262768517093,17,2.65096061401079,377,Colon
Esophagus,4.25866176067708,37,2.13186922359033,790,Esophagus
Fallopian Tube,1.05385132416603,15,1.57382737977765,7,Fallopian Tube
Heart,3.4085150437122,45,1.80396251549985,486,Heart
Kidney,2.4973985099832,28,1.881128061837,36,Kidney
Liver,4.94038235002584,40,2.21463657349819,141,Liver
Lung,21.9310834251457,72,3.90993025723673,374,Lung
Muscle,2.20174991467416,28,1.76268666535096,469,Muscle
Nerve,1.75862492018007,18,1.84308459414924,331,Nerve
Ovary,0.631623950465755,14,1.30748736166143,110,Ovary
Pancreas,1.821321711889,21,1.78472024866785,199,Pancreas
Pituitary,0.295697443597042,18,1.04778096790676,126,Pituitary
Prostate,0.538211454720411,10,1.2876769470908,121,Prostate
Salivary Gland,2.29806386594768,23,1.94496876187446,71,Salivary Gland
Skin,1.96342883342448,36,1.57301821402969,659,Skin
Small Intestine,6.10700877938446,34,2.73890717466517,103,Small Intestine
Spleen,20.2249788092415,90,3.08419397811265,118,Spleen
Stomach,0.269821060674663,9,1.04065320622032,206,Stomach
Testis,5.59167767619245e-06,20,0.461257413883272,203,Testis
Thyroid,1.59538642097717,17,1.79474973246693,360,Thyroid
Uterus,0.216791428045325,2,1.03014155767264,93,Uterus
Vagina,5.68459135217362,21,3.5694404973357,95,Vagina
