Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,4,1.2564788524348,610,Adipose Tissue
Adrenal Gland,0.0,2,0.314944174297962,159,Adrenal Gland
Artery,0.0,2,0.369211478176995,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,15,0.893697098367851,1401,Brain
Breast,0.0,3,0.427531105965048,215,Breast
Cervix Uteri,0.0,2,0.535686296462158,11,Cervix Uteri
Colon,0.344333890085697,4,2.20171982399126,377,Colon
Esophagus,0.0,4,0.813516816322193,790,Esophagus
Fallopian Tube,0.0,1,0.370351019776307,7,Fallopian Tube
Heart,0.0,2,0.28300408114982,486,Heart
Kidney,0.0,5,1.18570879849332,36,Kidney
Liver,0.0,5,0.977147641755077,141,Liver
Lung,10.3417714526412,27,5.17544843610724,374,Lung
Muscle,0.0,2,0.444421223731569,469,Muscle
Nerve,0.0,1,0.361426898817842,331,Nerve
Ovary,0.0,4,1.3186124220607,110,Ovary
Pancreas,0.0,2,0.599968652037618,199,Pancreas
Pituitary,0.0,5,1.02734358225619,126,Pituitary
Prostate,0.0,1,0.454521706089104,121,Prostate
Salivary Gland,0.843602388128406,8,2.38793493348305,71,Salivary Gland
Skin,0.0,6,0.925401519852366,659,Skin
Small Intestine,2.07984946226661,11,3.12779865991175,103,Small Intestine
Spleen,15.9803016301611,42,5.08037971483466,118,Spleen
Stomach,0.0,2,0.816283880323289,206,Stomach
Testis,0.0,3,0.244220618197131,203,Testis
Thyroid,0.511446567214854,6,2.23590802001597,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.380613161633514,4,2.39987460815047,95,Vagina
