Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.15996299210741,10,2.03667049759503,610,Adipose Tissue
Adrenal Gland,0.182368457867426,10,1.02100804472612,159,Adrenal Gland
Artery,0.405398045972206,11,1.31662914321451,747,Artery
Bladder,0.182368457867426,1,1.38930023228804,13,Bladder
Brain,0.449239700185885,31,1.19752989237936,1401,Brain
Breast,0.182368457867426,11,1.01640016993994,215,Breast
Cervix Uteri,0.243668966375219,7,1.21563770325203,11,Cervix Uteri
Colon,2.04757188914827,9,3.21196017006042,377,Colon
Esophagus,2.04757188914827,17,2.24171834091222,790,Esophagus
Fallopian Tube,0.138402524792911,4,0.960503864297902,7,Fallopian Tube
Heart,0.736342906862189,16,1.46793986807793,486,Heart
Kidney,0.815859114879449,11,1.69132202191587,36,Kidney
Liver,4.84182349491652,24,3.04107412409629,141,Liver
Lung,16.4189390102497,42,5.21986285358061,374,Lung
Muscle,0.0360581836814407,5,0.720377898223427,469,Muscle
Nerve,0.188876910499998,5,1.1716989910863,331,Nerve
Ovary,0.182368457867426,5,1.06869248637541,110,Ovary
Pancreas,0.0348083942774028,3,0.583506097560976,199,Pancreas
Pituitary,0.243668966375219,9,1.19898513197461,126,Pituitary
Prostate,0.0360581836814407,2,0.58940009854644,121,Prostate
Salivary Gland,2.04757188914827,13,2.51594668931764,71,Salivary Gland
Skin,1.44804886374872,18,1.80001880995674,659,Skin
Small Intestine,2.55499920967273,15,2.76543174199515,103,Small Intestine
Spleen,8.03288623305199,39,3.05870131785995,118,Spleen
Stomach,0.0706985929670576,3,0.793885847021735,206,Stomach
Testis,0.0033022704914041,10,0.527820983772931,203,Testis
Thyroid,1.95785319067545,11,2.65779174872494,360,Thyroid
Uterus,0.405398045972206,2,2.35760039418576,93,Uterus
Vagina,1.86313442628922,8,3.1120325203252,95,Vagina
