Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.74324340911148,12,2.30796595351268,610,Adipose Tissue
Adrenal Gland,0.0399155719116147,8,0.771341202311323,159,Adrenal Gland
Artery,0.517981475262264,12,1.35637383729514,747,Artery
Bladder,0.183236503514562,1,1.31196874143131,13,Bladder
Brain,0.632090885452055,34,1.24031205744053,1401,Brain
Breast,0.0399155719116147,9,0.785311455678601,215,Breast
Cervix Uteri,0.226207568566957,7,1.1479726487524,11,Cervix Uteri
Colon,2.42074125145805,10,3.37019493211714,377,Colon
Esophagus,1.07484949359539,14,1.74336185302059,790,Esophagus
Fallopian Tube,0.21448108725001,5,1.13380014691595,7,Fallopian Tube
Heart,1.01941945904262,18,1.55951001339949,486,Heart
Kidney,1.87914699534215,15,2.17797182371997,36,Kidney
Liver,3.55460392676835,22,2.6324845104941,141,Liver
Lung,11.7721947853286,37,4.34249078633495,374,Lung
Muscle,0.632090885452055,11,1.49661619392905,469,Muscle
Nerve,0.517981475262264,7,1.54907152602733,331,Nerve
Ovary,0.241340542240253,6,1.21104806901352,110,Ovary
Pancreas,0.21448108725001,6,1.1020537428023,199,Pancreas
Pituitary,0.183236503514562,8,1.00644177424868,126,Pituitary
Prostate,0.0254556333559982,2,0.556592799395103,121,Prostate
Salivary Gland,2.6152511508576,15,2.74142722090125,71,Salivary Gland
Skin,1.03251031553212,17,1.60539105635297,659,Skin
Small Intestine,4.27902383035688,19,3.30790222958037,103,Small Intestine
Spleen,11.240760578409,46,3.40688657049099,118,Spleen
Stomach,0.0245893345858363,2,0.499797615783357,206,Stomach
Testis,7.49455368389697e-05,7,0.348908919023796,203,Testis
Thyroid,2.22988405040202,12,2.73802172124796,360,Thyroid
Uterus,0.438151877986589,2,2.22637119758041,93,Uterus
Vagina,2.22988405040202,9,3.30616122840691,95,Vagina
