Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.80044447533288,14,2.30354456279714,610,Adipose Tissue
Adrenal Gland,0.112414796409903,11,0.907339168810795,159,Adrenal Gland
Artery,0.591759663752717,15,1.45047366426677,747,Artery
Bladder,0.334479783228617,2,2.24478067088905,13,Bladder
Brain,0.332018450782346,36,1.12350492366244,1401,Brain
Breast,0.0841336288063865,11,0.82113117177414,215,Breast
Cervix Uteri,0.159840976814572,7,0.982091543513957,11,Cervix Uteri
Colon,1.58789213000319,9,2.59488407827541,377,Colon
Esophagus,1.62107058820897,18,1.91757535275946,790,Esophagus
Fallopian Tube,0.243076608016083,6,1.16396034786839,7,Fallopian Tube
Heart,0.494594287427749,18,1.33416209684915,486,Heart
Kidney,0.385264207076596,11,1.3663882344542,36,Kidney
Liver,2.58662752876282,22,2.25209266004504,141,Liver
Lung,14.8342998130195,44,4.41784310948132,374,Lung
Muscle,0.332018450782346,11,1.28035638265523,469,Muscle
Nerve,0.243076608016083,6,1.13591311057036,331,Nerve
Ovary,0.260711408323104,7,1.20872805355564,110,Ovary
Pancreas,0.243076608016083,7,1.09994252873563,199,Pancreas
Pituitary,0.243076608016083,10,1.07626470522078,126,Pituitary
Prostate,0.0841336288063865,3,0.714248395282878,121,Prostate
Salivary Gland,1.93540444705402,15,2.34529323824229,71,Salivary Gland
Skin,0.260711408323104,14,1.13104630204178,659,Skin
Small Intestine,3.34000312514505,19,2.82991307325349,103,Small Intestine
Spleen,14.9912408846505,57,3.61156245034165,118,Spleen
Stomach,0.112414796409903,4,0.855154541291065,206,Stomach
Testis,6.46802639601863e-05,9,0.38377525716692,203,Testis
Thyroid,0.678365221575006,9,1.75678487286969,360,Thyroid
Uterus,0.316382902941868,2,1.90466238742101,93,Uterus
Vagina,1.72076994773358,9,2.8284236453202,95,Vagina
