Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.10427789298457,10,2.20228985674012,610,Adipose Tissue
Adrenal Gland,0.0,8,0.883228058031208,159,Adrenal Gland
Artery,0.0899882276966105,9,1.16484192730347,747,Artery
Bladder,0.439536079857537,2,3.00455259026688,13,Bladder
Brain,0.0,20,0.83542673810797,1401,Brain
Breast,0.0,4,0.399655451436924,215,Breast
Cervix Uteri,0.0,1,0.18778453689168,11,Cervix Uteri
Colon,1.58323063861475,8,3.08724669825587,377,Colon
Esophagus,0.0,7,0.998122555410691,790,Esophagus
Fallopian Tube,0.0,1,0.259652692986026,7,Fallopian Tube
Heart,0.0,3,0.297620775450964,486,Heart
Kidney,0.439536079857537,9,1.49633844416453,36,Kidney
Liver,1.67472169356602,16,2.19224684110678,141,Liver
Lung,4.02800733154036,22,2.95655654249903,374,Lung
Muscle,0.0,5,0.778958078958079,469,Muscle
Nerve,0.505728751408073,7,1.77377201112141,331,Nerve
Ovary,0.0,3,0.693358290061587,110,Ovary
Pancreas,0.0,5,1.05159340659341,199,Pancreas
Pituitary,0.0899882276966105,8,1.15243113051332,126,Pituitary
Prostate,0.0,3,0.955994005994006,121,Prostate
Salivary Gland,0.505728751408073,8,1.67417855776065,71,Salivary Gland
Skin,0.0,7,0.756930986751038,659,Skin
Small Intestine,1.79034951625386,13,2.59160460392688,103,Small Intestine
Spleen,5.98414978821164,34,2.88340127614321,118,Spleen
Stomach,0.0,3,0.858443597219107,206,Stomach
Testis,0.0,3,0.171222807043703,203,Testis
Thyroid,0.793073543093118,8,2.09012354105522,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.505728751408073,5,2.10318681318681,95,Vagina
