Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,2.04781966444161,12,2.74532023237467,610,Adipose Tissue
Adrenal Gland,0.0021153244562101,3,0.34406572466113,159,Adrenal Gland
Artery,0.439877579060039,10,1.34450298559888,747,Artery
Bladder,0.55670511401219,2,3.12116764514025,13,Bladder
Brain,0.252911494888417,25,1.08481497100207,1401,Brain
Breast,0.136854542108515,9,0.934126183581167,215,Breast
Cervix Uteri,0.241537985344716,6,1.17043786692759,11,Cervix Uteri
Colon,2.18632476202248,9,3.60795525951992,377,Colon
Esophagus,1.26228926933787,13,1.92560173361195,790,Esophagus
Fallopian Tube,0.020387926309896,2,0.539461074468685,7,Fallopian Tube
Heart,0.494996884611545,13,1.33974648918756,486,Heart
Kidney,1.07585970886827,11,1.89984117530276,36,Kidney
Liver,2.0146458640229,16,2.27733404726845,141,Liver
Lung,11.0811550328252,33,4.60696310560637,374,Lung
Muscle,0.241537985344716,7,1.13286825638424,469,Muscle
Nerve,0.194445312527618,4,1.05292402486659,331,Nerve
Ovary,0.849724331147151,8,1.92071855085554,110,Ovary
Pancreas,0.214247921886718,5,1.09240867579909,199,Pancreas
Pituitary,0.252911494888417,8,1.19716019265653,126,Pituitary
Prostate,0.0449508224966237,2,0.662065864120659,121,Prostate
Salivary Gland,2.00849733028721,12,2.60873713623662,71,Salivary Gland
Skin,0.840253157209972,14,1.57261917338686,659,Skin
Small Intestine,2.97285134528458,15,3.1063753814192,103,Small Intestine
Spleen,8.93283900028556,38,3.34770400648107,118,Spleen
Stomach,0.241537985344716,4,1.18901624576771,206,Stomach
Testis,0.0021153244562101,8,0.474315842952114,203,Testis
Thyroid,1.83614155987921,10,2.71405882186109,360,Thyroid
Uterus,0.494996884611545,2,2.64826345648263,93,Uterus
Vagina,1.58354188999912,7,3.05874429223744,95,Vagina
