Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.2744010439953,10,2.19746027372095,610,Adipose Tissue
Adrenal Gland,0.171469241787457,9,0.991452548694571,159,Adrenal Gland
Artery,1.17802622247239,14,1.80800269905533,747,Artery
Bladder,0.55847083910162,2,2.99796365914787,13,Bladder
Brain,0.1475102684995,23,0.958633861217094,1401,Brain
Breast,0.0878052776952267,8,0.797558028086844,215,Breast
Cervix Uteri,0.518232324234036,8,1.49898182957393,11,Cervix Uteri
Colon,2.8717947196139,10,3.85059552551103,377,Colon
Esophagus,1.17802622247239,13,1.84959113886411,790,Esophagus
Fallopian Tube,0.171469241787457,4,1.03633311674247,7,Fallopian Tube
Heart,0.55847083910162,14,1.38585112545515,486,Heart
Kidney,1.00718950776166,11,1.8248474446987,36,Kidney
Liver,2.74092399707716,18,2.46086919252529,141,Liver
Lung,10.1859850989575,32,4.29101507763018,374,Lung
Muscle,0.0878052776952267,5,0.777249837556855,469,Muscle
Nerve,0.27967330177349,5,1.26420154301416,331,Nerve
Ovary,0.389074919740059,6,1.38367553499132,110,Ovary
Pancreas,0.171469241787457,5,1.04928728070175,199,Pancreas
Pituitary,0.389074919740059,9,1.29364185291997,126,Pituitary
Prostate,0.27358086962545,4,1.27186337054758,121,Prostate
Salivary Gland,3.58293968385146,16,3.34101422711006,71,Salivary Gland
Skin,0.729936249405544,14,1.51054210075317,659,Skin
Small Intestine,3.00357783051694,15,2.98375530057371,103,Small Intestine
Spleen,10.1859850989575,41,3.46941762167516,118,Spleen
Stomach,0.117518293672362,3,0.85656104547082,206,Stomach
Testis,0.000475025983054,7,0.398643743007451,203,Testis
Thyroid,1.71496275475412,10,2.60692492099815,360,Thyroid
Uterus,0.500297171325554,2,2.54372674109516,93,Uterus
Vagina,3.00471784924297,10,4.19714912280702,95,Vagina
