Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.550275420939486,6,1.72765842209785,610,Adipose Tissue
Adrenal Gland,0.05220962428678,5,0.721747066099496,159,Adrenal Gland
Artery,0.0742880945015238,5,0.846109637488948,747,Artery
Bladder,0.234402993110989,1,1.96418308702791,13,Bladder
Brain,0.339921885751544,21,1.14691127623874,1401,Brain
Breast,0.0601185409391179,6,0.783807027602588,215,Breast
Cervix Uteri,0.570329610925219,7,1.71866020114943,11,Cervix Uteri
Colon,3.0854153940241,9,4.54104713698197,377,Colon
Esophagus,2.00830075732271,13,2.42360218195987,790,Esophagus
Fallopian Tube,0.474847882216859,5,1.69744217397474,7,Fallopian Tube
Heart,0.379127110291392,10,1.29710203860334,486,Heart
Kidney,1.70398964609576,11,2.39117941029485,36,Kidney
Liver,3.0854153940241,16,2.86629974914823,141,Liver
Lung,6.33127387310952,23,4.04132238992325,374,Lung
Muscle,0.0742880945015238,4,0.814772243507876,469,Muscle
Nerve,0.473255879397882,5,1.65653995291511,331,Nerve
Ovary,0.089044207689899,3,0.90654604016673,110,Ovary
Pancreas,0.339921885751544,5,1.37492816091954,199,Pancreas
Pituitary,0.0907072639456147,5,0.941731617068178,126,Pituitary
Prostate,0.034719811219606,1,0.416644897248346,121,Prostate
Salivary Gland,2.86956376281815,12,3.2834105335392,71,Salivary Gland
Skin,2.1089163033437,16,2.26209260408356,659,Skin
Small Intestine,3.3862717117905,14,3.64909843656371,103,Small Intestine
Spleen,3.3862717117905,23,2.55026997589915,118,Spleen
Stomach,0.159241006659797,3,1.12239033544452,206,Stomach
Testis,0.034719811219606,9,0.671606700042109,203,Testis
Thyroid,0.709093174155121,6,2.0495823516813,360,Thyroid
Uterus,0.570329610925219,2,3.33315917798676,93,Uterus
Vagina,3.19958230564777,9,4.94974137931034,95,Vagina
