Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,1.86314552944574,14,2.18513806657859,610,Adipose Tissue
Adrenal Gland,0.257251140853412,13,1.01719119222247,159,Adrenal Gland
Artery,1.26023035387476,18,1.65109992810927,747,Artery
Bladder,0.455799383387829,2,2.12939474855363,13,Bladder
Brain,0.500824086428909,39,1.15456755979174,1401,Brain
Breast,0.306355688050743,15,1.06216840189136,215,Breast
Cervix Uteri,0.471568234513916,10,1.33087171784602,11,Cervix Uteri
Colon,2.84594348711879,12,3.28200291520192,377,Colon
Esophagus,2.75625004749587,22,2.22323248323565,790,Esophagus
Fallopian Tube,0.73311765442927,9,1.65619591554171,7,Fallopian Tube
Heart,1.6569420410767,24,1.68744489508023,486,Heart
Kidney,1.5844176847361,16,1.88531392757317,36,Kidney
Liver,3.59886876248767,25,2.42764873613606,141,Liver
Lung,12.3078614556574,42,4.00026872891224,374,Lung
Muscle,0.312060505539424,10,1.10413061036114,469,Muscle
Nerve,0.389841828468991,7,1.25711256239913,331,Nerve
Ovary,0.432009027245077,8,1.31039676834069,110,Ovary
Pancreas,0.606667355954959,10,1.49057632398754,199,Pancreas
Pituitary,0.502299933584109,13,1.32722549396151,126,Pituitary
Prostate,0.171554302872548,4,0.903379590295478,121,Prostate
Salivary Gland,2.33902979474429,16,2.37305683420902,71,Salivary Gland
Skin,2.03069123096601,24,1.83927155659131,659,Skin
Small Intestine,3.65808906194407,20,2.82573710708538,103,Small Intestine
Spleen,8.14797195582069,46,2.76477866546076,118,Spleen
Stomach,0.347698686834605,6,1.2167969991735,206,Stomach
Testis,0.0012258424053709,13,0.525847821216771,203,Testis
Thyroid,2.03069123096601,13,2.40714188966932,360,Thyroid
Uterus,0.396892621738102,2,1.80675918059096,93,Uterus
Vagina,4.2278706134082,14,4.17361370716511,95,Vagina
