Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,2.11762062122981,10,3.34013961605585,610,Adipose Tissue
Adrenal Gland,0.289963158947099,7,1.17211723534558,159,Adrenal Gland
Artery,0.592145160681911,8,1.57037948717949,747,Artery
Bladder,0.306313595278037,1,2.27845238095238,13,Bladder
Brain,0.144457984041498,15,0.950297914597815,1401,Brain
Breast,0.0699667464408657,5,0.757680126682502,215,Breast
Cervix Uteri,0.592145160681911,6,1.70883928571429,11,Cervix Uteri
Colon,3.91608237501306,10,5.85290519877676,377,Colon
Esophagus,0.555664855162902,7,1.51381920903955,790,Esophagus
Fallopian Tube,0.0925885475412528,2,0.78761316872428,7,Fallopian Tube
Heart,2.11762062122981,16,2.4074213836478,486,Heart
Kidney,0.666317922628249,7,1.76512516469038,36,Kidney
Liver,1.8435144330962,12,2.49368078175896,141,Liver
Lung,1.40868900899347,11,2.24205537806177,374,Lung
Muscle,0.440342110316121,6,1.4177037037037,469,Muscle
Nerve,0.214559918679838,3,1.15295180722892,331,Nerve
Ovary,0.590729212986359,5,1.75265567765568,110,Ovary
Pancreas,0.918722183151221,7,2.23288333333333,199,Pancreas
Pituitary,0.69816811559237,8,1.74785388127854,126,Pituitary
Prostate,0.144457984041498,2,0.966616161616162,121,Prostate
Salivary Gland,2.11762062122981,10,3.17396351575456,71,Salivary Gland
Skin,0.590729212986359,9,1.47601542416452,659,Skin
Small Intestine,2.04029608798486,10,3.02353870458136,103,Small Intestine
Spleen,4.48049734980144,24,3.08693548387097,118,Spleen
Stomach,0.703507352802776,5,2.16995464852608,206,Stomach
Testis,0.0,2,0.173125282677522,203,Testis
Thyroid,0.918722183151221,6,2.37751552795031,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.719424992320783,4,2.55186666666667,95,Vagina
