Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,37936,243,1.47 [1.32-1.64],1.1358975108852627e-11
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,39169,249,1.52 [1.28-1.80],2.2272062788436e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CGA,Glycoprotein hormones alpha chain,38845,249,1.42 [1.22-1.66],9.557129989518442e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,CHGA,Chromogranin-A,33849,221,1.99 [1.80-2.20],1.9906704669287288e-41
Chapter XI Diseases of the digestive system,Chronic gastritis,GAST,Gastrin,33771,221,1.65 [1.54-1.78],1.2091480733170184e-43
Chapter XI Diseases of the digestive system,Chronic gastritis,GDF15,Growth/differentiation factor 15,39303,252,1.80 [1.52-2.12],5.158048698137741e-12
Chapter XI Diseases of the digestive system,Chronic gastritis,HPGDS,Hematopoietic prostaglandin D synthase,37938,244,0.49 [0.36-0.66],5.384999088117385e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,32903,213,2.21 [1.68-2.91],1.4899872552319912e-08
Chapter XI Diseases of the digestive system,Chronic gastritis,IL15,Interleukin-15,38760,251,2.01 [1.48-2.72],6.634667182188049e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,LGALS9,Galectin-9,38788,250,2.15 [1.56-2.97],3.055273995175359e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,PGA4,Pepsin A-4,33864,218,1.60 [1.33-1.93],8.001287108809827e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,PLAUR,Urokinase plasminogen activator surface receptor,38536,250,2.34 [1.64-3.34],2.5672634901255653e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,RAB6A,Ras-related protein Rab-6A,38760,251,0.58 [0.45-0.74],9.739026501062784e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,RNASE4,Ribonuclease 4,32769,217,2.23 [1.57-3.17],8.3491178792534e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,SCT,Secretin,32909,214,0.46 [0.34-0.62],3.474650134817552e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF3,Trefoil factor 3,38802,245,1.56 [1.31-1.85],3.543423217223536e-07
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,39236,252,2.20 [1.58-3.06],2.6275478291096654e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,VSIG2,V-set and immunoglobulin domain-containing protein 2,33687,219,2.39 [2.04-2.80],1.085458157633071e-26
