Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,30824,114,2.10 [1.62-2.72],2.1587799050065656e-08
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",AMBP,Protein AMBP,36654,133,5.73 [2.82-11.66],1.4517569463790192e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",AREG,Amphiregulin,36209,131,1.87 [1.43-2.44],4.033520939129119e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ASGR1,Asialoglycoprotein receptor 1,36101,132,2.69 [1.78-4.07],2.987864078559156e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ATRAID,All-trans retinoic acid-induced differentiation factor,31618,115,1.87 [1.48-2.36],1.3715945525214098e-07
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",BTN3A2,Butyrophilin subfamily 3 member A2,36307,131,2.06 [1.53-2.77],2.246512012719443e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CCN3,CCN family member 3,36791,134,2.48 [1.70-3.61],2.234664457917441e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CTSO,Cathepsin O,36788,132,3.39 [2.24-5.12],7.610294780698051e-09
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CXCL13,C-X-C motif chemokine 13,36730,134,1.45 [1.24-1.69],2.052685536460979e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",EPHA2,Ephrin type-A receptor 2,35088,128,2.54 [1.76-3.66],5.978145851396614e-07
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",GDF15,Growth/differentiation factor 15,36853,134,1.87 [1.49-2.34],6.687449873223748e-08
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",GFRA1,GDNF family receptor alpha-1,36652,133,2.99 [1.86-4.83],6.605188539817416e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",GUCA2A,Guanylin,36200,134,0.31 [0.20-0.47],8.272976611589127e-08
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",HAVCR1,Hepatitis A virus cellular receptor 1,36654,133,1.80 [1.48-2.19],3.2703926204817703e-09
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",IL1R1,Interleukin-1 receptor type 1,36319,134,3.84 [2.13-6.90],7.075201575018889e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",IL22,Interleukin-22,31589,117,1.60 [1.31-1.96],3.12807590704254e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",KLK13,Kallikrein-13,35575,129,2.14 [1.55-2.94],3.2066683811212813e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",PEPD,Xaa-Pro dipeptidase,31767,116,0.25 [0.14-0.45],5.416096612034587e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",REG3A,Regenerating islet-derived protein 3-alpha,36853,134,1.81 [1.49-2.21],2.366783364728053e-09
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",SPINK1,Serine protease inhibitor Kazal-type 1,36385,134,2.11 [1.60-2.80],1.786249726261565e-07
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",STAB2,Stabilin-2,31739,116,3.67 [2.15-6.24],1.6589595261866889e-06
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",VSIG2,V-set and immunoglobulin domain-containing protein 2,31589,117,1.83 [1.46-2.31],2.3806710007104357e-07
