Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,CD302,CD302 antigen,27355,62,4.16 [2.61-6.64],2.229245481933598e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,IGFBP4,Insulin-like growth factor-binding protein 4,27121,64,2.69 [1.92-3.77],8.577357086991168e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Nail disorders,NEFL,Neurofilament light polypeptide,26749,63,2.44 [1.77-3.36],5.638469909851088e-08
