Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter II Neoplasms,Lymphoid leukaemia,40761,103,1.60 [1.30-1.95],5.830090528736919e-06
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",50724,455,0.80 [0.72-0.89],4.872644392552656e-05
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2","Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,45980,7015,1.06 [1.03-1.09],5.052862965310964e-05
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2","Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,48857,9892,1.04 [1.02-1.07],0.0001990709673649
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2","Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,49926,3645,1.08 [1.04-1.12],8.32101728697172e-05
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter IX Diseases of the circulatory system,Death due to cardiac causes,44664,14982,1.03 [1.01-1.05],0.0006231023657807
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter IX Diseases of the circulatory system,Hypertension,46479,12874,1.04 [1.02-1.06],5.4460380967469096e-05
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter IX Diseases of the circulatory system,"Hypertension, essential",46513,12908,1.04 [1.02-1.06],5.512359105413949e-05
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter IX Diseases of the circulatory system,"Hypertension, portal",50854,152,0.72 [0.60-0.86],0.0003119068171607
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter X Diseases of the respiratory system,Diseases of the respiratory system,47100,10413,1.04 [1.02-1.06],0.0007152764082274
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Sciatica+with lumbago,44577,500,1.20 [1.08-1.32],0.0005026371576108
