Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,48799,6862,1.04 [1.02-1.06],0.0003002834943502
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,47874,822,1.11 [1.05-1.17],0.0004063377210942
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,49023,5664,1.06 [1.04-1.08],4.0072476334767607e-08
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,49632,2965,1.07 [1.04-1.11],2.4198689321068954e-06
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,49630,2963,1.07 [1.04-1.11],2.7984972962727504e-06
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,49939,2343,1.13 [1.09-1.17],4.489769321903645e-13
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",50115,441,0.84 [0.78-0.90],2.1235917404845435e-06
ITGB1BP2,Integrin beta-1-binding protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression,49881,3057,1.05 [1.02-1.08],0.0003838847859703
ITGB1BP2,Integrin beta-1-binding protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,44061,2966,1.06 [1.03-1.09],0.0001529834168963
ITGB1BP2,Integrin beta-1-binding protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,45420,6891,1.05 [1.03-1.07],3.186655653846036e-07
ITGB1BP2,Integrin beta-1-binding protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,48247,9718,1.04 [1.03-1.06],2.039840090692828e-07
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,44119,14794,1.03 [1.02-1.05],3.6464517332074577e-06
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter IX Diseases of the circulatory system,"Heart failure, strict",50173,2143,1.06 [1.03-1.10],0.0007247251864567
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter IX Diseases of the circulatory system,Hypertension,45916,12713,1.04 [1.02-1.05],1.7999527233110997e-07
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",45953,12750,1.04 [1.02-1.05],2.589556491565276e-07
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter V Mental and behavioural disorders,Any mental disorder,49300,7863,1.03 [1.01-1.05],0.0009010792697184
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",44551,3114,1.05 [1.02-1.08],0.0004968530782767
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",37349,3450,1.06 [1.03-1.09],1.21295895155738e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",37819,3400,1.06 [1.04-1.09],1.0999851317342778e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Bronchiectasis,43846,691,1.11 [1.04-1.18],0.0008807390989344
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,48591,5436,1.06 [1.03-1.08],4.835077292307503e-07
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,46528,10289,1.04 [1.03-1.06],1.592314874161692e-07
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Emphysema,43763,608,1.12 [1.05-1.20],0.0006552086356411
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Other diseases of pleura,50111,3895,1.05 [1.03-1.08],5.89107785203512e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,50366,2542,1.07 [1.04-1.11],1.0335331199105996e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,46029,11040,1.03 [1.01-1.04],0.0008372437689652
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,43254,8265,1.03 [1.02-1.05],0.0002980499068902
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gonarthrosis,38300,3311,1.05 [1.02-1.08],0.0009837797971282
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Gout,36171,1182,1.09 [1.04-1.14],0.0003052910959949
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",50296,883,1.11 [1.05-1.17],0.0001458916416652
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,39856,4867,1.04 [1.02-1.07],0.0002070506296997
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,49882,688,1.12 [1.06-1.20],0.0002498707143808
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,50318,856,1.12 [1.06-1.18],7.108190981409116e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,39861,4872,1.05 [1.03-1.08],1.6382951033293065e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,35883,894,1.12 [1.06-1.18],5.700802052344777e-05
