Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,45516,2205,1.11 [1.05-1.18],0.0004656343315239
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter II Neoplasms,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, excluding all cancers (controls excluding all cancers)",40974,103,2.64 [2.16-3.22],2.7442806438811767e-21
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter II Neoplasms,Leiomyoma of uterus,26749,595,0.78 [0.69-0.88],4.862421212963647e-05
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter II Neoplasms,Lymphoid leukaemia,40972,101,2.85 [2.34-3.46],6.770666418141752e-26
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,50304,130,1.58 [1.26-1.98],8.219827904969775e-05
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Alcohol dependence,47992,254,1.35 [1.14-1.60],0.0004126660762762
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Dementia in other diseases classified elsewhere,49623,252,1.38 [1.17-1.63],0.0001586628050358
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter V Mental and behavioural disorders,Smoking dependency,50387,2734,1.12 [1.06-1.18],6.273072814744614e-05
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",45425,3259,1.09 [1.04-1.14],0.0006708376781514
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter X Diseases of the respiratory system,Emphysema,44504,625,1.24 [1.11-1.38],0.0001159666225786
PIK3AP1,Phosphoinositide 3-kinase adapter protein 1,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",50505,3309,1.09 [1.03-1.14],0.0008434224279883
