Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Other anxiety disorders,ADM,Pro-adrenomedullin,22919,56,5.44 [2.35-12.57],7.454176823548158e-05
Chapter V Mental and behavioural disorders,Other anxiety disorders,ASGR1,Asialoglycoprotein receptor 1,22524,58,3.25 [1.81-5.84],8.076222910640684e-05
Chapter V Mental and behavioural disorders,Other anxiety disorders,CHGA,Chromogranin-A,19691,46,1.47 [1.17-1.85],0.0009773215061381
Chapter V Mental and behavioural disorders,Other anxiety disorders,CLEC4A,C-type lectin domain family 4 member A,22699,57,0.39 [0.23-0.67],0.0005951574140167
Chapter V Mental and behavioural disorders,Other anxiety disorders,COL6A3,Collagen alpha-3(VI) chain,23003,56,2.60 [1.63-4.15],6.35710827575601e-05
Chapter V Mental and behavioural disorders,Other anxiety disorders,CXCL16,C-X-C motif chemokine 16,22965,56,5.20 [2.19-12.33],0.0001827503629635
Chapter V Mental and behavioural disorders,Other anxiety disorders,GFRA1,GDNF family receptor alpha-1,22893,56,3.24 [1.70-6.17],0.0003438613533999
Chapter V Mental and behavioural disorders,Other anxiety disorders,GFRAL,GDNF family receptor alpha-like,19074,45,0.39 [0.24-0.63],0.0001441158546375
Chapter V Mental and behavioural disorders,Other anxiety disorders,KIT,Mast/stem cell growth factor receptor Kit,22790,53,0.23 [0.10-0.49],0.0001899951227154
Chapter V Mental and behavioural disorders,Other anxiety disorders,PRL,Prolactin,22927,58,1.54 [1.20-1.99],0.0007905348580018
Chapter V Mental and behavioural disorders,Other anxiety disorders,SCARA5,Scavenger receptor class A member 5,22927,58,3.24 [1.71-6.14],0.0003188939787987
Chapter V Mental and behavioural disorders,Other anxiety disorders,TFF2,Trefoil factor 2,22764,56,1.84 [1.33-2.54],0.0002256320029002
Chapter V Mental and behavioural disorders,Other anxiety disorders,THY1,Thy-1 membrane glycoprotein,22927,58,3.06 [1.58-5.92],0.0008961881403471
Chapter V Mental and behavioural disorders,Other anxiety disorders,VSIG2,V-set and immunoglobulin domain-containing protein 2,19620,46,1.81 [1.31-2.49],0.0002984367780072
