Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACAN,Aggrecan core protein,15930,655,0.59 [0.46-0.77],7.583452466551671e-05
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACHE,Acetylcholinesterase,13653,550,0.55 [0.43-0.72],9.716322071508416e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTA2,"Actin, aortic smooth muscle",15817,642,1.40 [1.21-1.62],5.981267327891277e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACTN2,Alpha-actinin-2,13498,548,1.37 [1.23-1.54],3.8680386023090056e-08
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ACVRL1,Serine/threonine-protein kinase receptor R3,15919,639,2.06 [1.57-2.69],1.3783294052914377e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADA2,Adenosine deaminase 2,16027,648,1.62 [1.39-1.89],1.5089350782019554e-09
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,13567,549,1.70 [1.35-2.14],5.511553107984492e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,15945,640,0.68 [0.55-0.83],0.000157375769219
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,16214,651,1.74 [1.37-2.22],5.756493178531683e-06
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,13917,562,1.67 [1.28-2.17],0.0001307551282259
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,16144,650,0.32 [0.27-0.37],8.875464538458709e-48
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADAMTSL2,ADAMTS-like protein 2,13981,569,1.78 [1.44-2.21],1.5332791404134128e-07
Chapter X Diseases of the respiratory system,"Asthma, unspecified (mode)",ADGRF5,Adhesion G protein-coupled receptor F5,13974,562,2.07 [1.52-2.83],4.787781868279865e-06
