Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADA2,Adenosine deaminase 2,22260,125,2.18 [1.58-3.01],1.994898470860053e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,22546,128,2.87 [1.95-4.25],1.1240761655776781e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRE1,Adhesion G protein-coupled receptor E1,19331,110,1.80 [1.33-2.43],0.0001259998868474
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADGRG2,Adhesion G-protein coupled receptor G2,22372,126,0.43 [0.27-0.70],0.0006871163119447
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ADM,Pro-adrenomedullin,22566,129,3.08 [1.70-5.58],0.000201677117141
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AMOT,Angiomotin,18950,107,2.36 [1.57-3.54],3.6940543107530976e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPT2,Angiopoietin-2,22566,129,1.98 [1.38-2.84],0.0002228673043425
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPTL3,Angiopoietin-related protein 3,22408,126,2.39 [1.51-3.78],0.0001894938361485
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ANGPTL4,Angiopoietin-related protein 4,22426,130,1.93 [1.37-2.71],0.0001604871760053
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",APOA4,Apolipoprotein A-IV,19412,111,2.03 [1.43-2.90],8.895135946867737e-05
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",AREG,Amphiregulin,22270,128,1.81 [1.31-2.51],0.0003608866751958
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ART3,Ecto-ADP-ribosyltransferase 3,22479,126,2.11 [1.40-3.18],0.0003464341692202
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ASGR1,Asialoglycoprotein receptor 1,22177,127,2.58 [1.71-3.89],5.572041926869528e-06
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,18730,110,1.69 [1.38-2.06],4.1716598941950093e-07
Chapter XI Diseases of the digestive system,"Ulcerative colitis, NAS",ATRAID,All-trans retinoic acid-induced differentiation factor,19331,110,2.00 [1.34-2.98],0.0006780844942071
