Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Constipation,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18674,137,1.97 [1.36-2.84],0.0003045272710077
Chapter XI Diseases of the digestive system,Constipation,ADGRG2,Adhesion G-protein coupled receptor G2,22136,169,0.48 [0.32-0.73],0.0006329404474185
Chapter XI Diseases of the digestive system,Constipation,ADIPOQ,Adiponectin,19262,143,1.57 [1.25-1.97],0.0001133268005124
Chapter XI Diseases of the digestive system,Constipation,ADM,Pro-adrenomedullin,22334,170,3.68 [2.23-6.06],3.311271361333435e-07
Chapter XI Diseases of the digestive system,Constipation,AGR2,Anterior gradient protein 2 homolog,21503,164,1.28 [1.12-1.46],0.0003672742897638
Chapter XI Diseases of the digestive system,Constipation,AGRN,Agrin,22222,166,2.19 [1.62-2.96],3.14676521518224e-07
Chapter XI Diseases of the digestive system,Constipation,AMBP,Protein AMBP,22302,170,5.27 [2.88-9.63],6.562892168880554e-08
Chapter XI Diseases of the digestive system,Constipation,ANGPT2,Angiopoietin-2,22334,170,1.71 [1.25-2.36],0.0009270839582373
Chapter XI Diseases of the digestive system,Constipation,ANGPTL4,Angiopoietin-related protein 4,22193,166,1.83 [1.36-2.46],7.264859491284596e-05
Chapter XI Diseases of the digestive system,Constipation,APOA4,Apolipoprotein A-IV,19262,143,1.86 [1.34-2.57],0.0001738142123977
Chapter XI Diseases of the digestive system,Constipation,AREG,Amphiregulin,22038,167,1.97 [1.51-2.57],4.4574880388478804e-07
Chapter XI Diseases of the digestive system,Constipation,ASGR2,Asialoglycoprotein receptor 2,19263,143,3.26 [1.93-5.50],1.0257507951750882e-05
Chapter XI Diseases of the digestive system,Constipation,B2M,Beta-2-microglobulin,19262,143,1.78 [1.41-2.26],1.8304377075916728e-06
Chapter XI Diseases of the digestive system,Constipation,B4GALT1,"Beta-1,4-galactosyltransferase 1",22222,166,3.38 [2.19-5.22],3.9333870166756255e-08
Chapter XI Diseases of the digestive system,Constipation,BCL2,Apoptosis regulator Bcl-2,19181,143,1.43 [1.17-1.76],0.0005950841013384
Chapter XI Diseases of the digestive system,Constipation,BSG,Basigin,22368,168,2.81 [1.53-5.16],0.0008727311199868
Chapter XI Diseases of the digestive system,Constipation,BTN2A1,Butyrophilin subfamily 2 member A1,22222,166,2.83 [1.87-4.27],8.062213478598971e-07
Chapter XI Diseases of the digestive system,Constipation,BTN3A2,Butyrophilin subfamily 3 member A2,22114,166,1.69 [1.25-2.30],0.000733243783628
Chapter XI Diseases of the digestive system,Constipation,C1R,Complement C1r subcomponent,19262,143,2.37 [1.49-3.77],0.0002663694418958
Chapter XI Diseases of the digestive system,Constipation,C1RL,Complement C1r subcomponent-like protein,19224,142,4.70 [2.03-10.91],0.0003145047853782
Chapter XI Diseases of the digestive system,Constipation,C1S,Complement C1s subcomponent,19262,143,3.15 [1.66-5.98],0.0004373823941506
Chapter XI Diseases of the digestive system,Constipation,C9,Complement component C9,19263,143,1.66 [1.24-2.23],0.0007194035156943
Chapter XI Diseases of the digestive system,Constipation,CA12,Carbonic anhydrase 12,22038,167,2.04 [1.46-2.86],3.261349043535592e-05
Chapter XI Diseases of the digestive system,Constipation,CA6,Carbonic anhydrase 6,22080,164,0.68 [0.55-0.84],0.0003069955564466
Chapter XI Diseases of the digestive system,Constipation,CALCB,Calcitonin gene-related peptide 2,19194,144,1.68 [1.26-2.24],0.0003926192203045
Chapter XI Diseases of the digestive system,Constipation,CCL15,C-C motif chemokine 15,22417,169,1.62 [1.23-2.14],0.0006420793459488
Chapter XI Diseases of the digestive system,Constipation,CCL19,C-C motif chemokine 19,22343,168,1.17 [1.07-1.28],0.0008305139800596
Chapter XI Diseases of the digestive system,Constipation,CCN3,CCN family member 3,22372,169,2.38 [1.71-3.30],2.616744304364266e-07
Chapter XI Diseases of the digestive system,Constipation,CD14,Monocyte differentiation antigen CD14,21733,161,1.71 [1.24-2.36],0.0009652982500992
Chapter XI Diseases of the digestive system,Constipation,CD27,CD27 antigen,22205,166,1.77 [1.34-2.34],5.040723397533543e-05
Chapter XI Diseases of the digestive system,Constipation,CD274,Programmed cell death 1 ligand 1,21949,161,1.94 [1.39-2.71],8.894952197215778e-05
