Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ALMS1,Alstrom syndrome protein 1,9578,103,1.56 [1.15-2.11],0.0043027150914233
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,ATP1B4,Protein ATP1B4,9412,103,0.47 [0.27-0.83],0.0082691831155972
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,BCL2L15,Bcl-2-like protein 15,9457,106,1.39 [1.09-1.77],0.0072634674835951
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CA14,Carbonic anhydrase 14,11295,123,0.47 [0.30-0.73],0.0006543694925656
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CALB1,Calbindin,11143,120,0.65 [0.48-0.89],0.0068535633464544
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,10984,119,1.66 [1.26-2.19],0.0003344975260359
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CHGB,Secretogranin-1,11287,122,0.59 [0.40-0.88],0.0099904749320733
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CLC,Galectin-10,11191,121,1.36 [1.11-1.66],0.0025408615904486
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CNTN5,Contactin-5,11249,121,0.51 [0.32-0.81],0.0039966772172121
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,CTSB,Cathepsin B,11205,122,0.61 [0.43-0.86],0.0046956777475952
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,EXTL1,Exostosin-like 1,9427,105,0.37 [0.21-0.64],0.0003434011876443
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,FABP6,Gastrotropin,10971,119,1.64 [1.29-2.08],4.965196157824117e-05
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,FST,Follistatin,11217,118,1.72 [1.28-2.33],0.0003888005281745
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,FUT1,"Galactoside alpha-(1,2)-fucosyltransferase 1",9564,103,1.44 [1.15-1.79],0.0011889195564271
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,IGHMBP2,DNA-binding protein SMUBP-2,9427,105,0.58 [0.39-0.88],0.0091333031920629
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,IL15,Interleukin-15,11190,120,1.81 [1.16-2.82],0.0086567811635726
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,IL1RN,Interleukin-1 receptor antagonist protein,11155,117,1.51 [1.21-1.88],0.0002234179041796
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,LGALS4,Galectin-4,11174,117,1.47 [1.12-1.93],0.0060875676564489
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,MMP9,Matrix metalloproteinase-9,11184,120,1.52 [1.16-1.99],0.0021144370959604
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,NPTX1,Neuronal pentraxin-1,11200,120,1.61 [1.14-2.27],0.0071599058911282
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,OLR1,Oxidized low-density lipoprotein receptor 1,11106,121,1.45 [1.18-1.80],0.0005424862857577
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,OSM,Oncostatin-M,11133,120,1.36 [1.08-1.70],0.0084745973439215
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,PAIP2B,Polyadenylate-binding protein-interacting protein 2B,9392,103,0.53 [0.35-0.80],0.0023721888185661
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,PLAUR,Urokinase plasminogen activator surface receptor,11093,117,2.41 [1.40-4.17],0.0016121156892099
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,RASA1,Ras GTPase-activating protein 1,10960,118,1.60 [1.13-2.26],0.0074894175589891
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,RBP7,Retinoid-binding protein 7,9714,103,1.47 [1.17-1.84],0.0007463371233269
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,S100A11,Protein S100-A11,11124,120,1.41 [1.10-1.81],0.0067991308139261
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,S100P,Protein S100-P,10984,119,1.45 [1.16-1.80],0.0009619680198357
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,SERPINA9,Serpin A9,11101,120,1.41 [1.14-1.74],0.0012365089361414
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,SIGLEC10,Sialic acid-binding Ig-like lectin 10,11190,120,1.85 [1.20-2.85],0.005570538103542
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,SIGLEC9,Sialic acid-binding Ig-like lectin 9,11277,123,2.21 [1.32-3.69],0.0024067236874328
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,SNAP25,Synaptosomal-associated protein 25,9422,104,0.58 [0.38-0.86],0.0077648008660471
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,TARS1,"Threonine--tRNA ligase 1, cytoplasmic",9711,106,0.46 [0.27-0.78],0.0037382427275888
Chapter XIV Diseases of the genitourinary system,Other disorders of penis,TGFA,Protransforming growth factor alpha,11190,120,1.53 [1.11-2.10],0.0088333366802583
