Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Volvulus,ARNT,Aryl hydrocarbon receptor nuclear translocator,21305,67,1.77 [1.30-2.41],0.0003228977334566
Chapter XI Diseases of the digestive system,Volvulus,ATP5F1D,"ATP synthase subunit delta, mitochondrial",18235,58,0.30 [0.15-0.61],0.0007884988988192
Chapter XI Diseases of the digestive system,Volvulus,CCND2,G1/S-specific cyclin-D2,18491,58,0.54 [0.35-0.85],0.007176162299133
Chapter XI Diseases of the digestive system,Volvulus,CD48,CD48 antigen,21733,67,2.92 [1.46-5.82],0.0023352470172913
Chapter XI Diseases of the digestive system,Volvulus,CGN,Cingulin,18325,56,1.72 [1.16-2.55],0.0071009163728125
Chapter XI Diseases of the digestive system,Volvulus,CHGA,Chromogranin-A,18833,59,1.41 [1.10-1.82],0.0073290945577709
Chapter XI Diseases of the digestive system,Volvulus,CRX,Cone-rod homeobox protein,21325,64,1.30 [1.14-1.48],0.0001362972830349
Chapter XI Diseases of the digestive system,Volvulus,CSF1,Macrophage colony-stimulating factor 1,21765,67,2.72 [1.30-5.72],0.0081604625713195
Chapter XI Diseases of the digestive system,Volvulus,CTHRC1,Collagen triple helix repeat-containing protein 1,18833,59,4.05 [2.03-8.08],7.278264155256298e-05
Chapter XI Diseases of the digestive system,Volvulus,CTSV,Cathepsin L2,21825,67,0.45 [0.26-0.76],0.0030730863285708
Chapter XI Diseases of the digestive system,Volvulus,DKKL1,Dickkopf-like protein 1,21607,64,1.55 [1.13-2.14],0.0073135296363935
Chapter XI Diseases of the digestive system,Volvulus,EPO,Erythropoietin,21680,66,1.34 [1.08-1.66],0.0088272336724842
Chapter XI Diseases of the digestive system,Volvulus,ERBB2,Receptor tyrosine-protein kinase erbB-2,21760,67,0.39 [0.20-0.77],0.006372017162578
Chapter XI Diseases of the digestive system,Volvulus,GDF15,Growth/differentiation factor 15,21982,66,1.76 [1.34-2.33],6.050062066303919e-05
Chapter XI Diseases of the digestive system,Volvulus,GFRA1,GDNF family receptor alpha-1,21873,67,2.71 [1.28-5.73],0.0092668052909702
Chapter XI Diseases of the digestive system,Volvulus,GUCY2C,Heat-stable enterotoxin receptor,18491,58,1.33 [1.08-1.64],0.0072913572512271
Chapter XI Diseases of the digestive system,Volvulus,IL15RA,Interleukin-15 receptor subunit alpha,21305,67,2.79 [1.54-5.05],0.0007288268103162
Chapter XI Diseases of the digestive system,Volvulus,IL2RG,Cytokine receptor common subunit gamma,18753,59,1.88 [1.41-2.50],1.4313255290726074e-05
Chapter XI Diseases of the digestive system,Volvulus,MILR1,Allergin-1,21305,67,1.70 [1.14-2.52],0.008653520445929
Chapter XI Diseases of the digestive system,Volvulus,PLA2G7,Platelet-activating factor acetylhydrolase,21697,65,0.44 [0.27-0.71],0.0009099458384127
Chapter XI Diseases of the digestive system,Volvulus,PTN,Pleiotrophin,21325,64,1.78 [1.19-2.68],0.005220324924857
Chapter XI Diseases of the digestive system,Volvulus,PTPN9,Tyrosine-protein phosphatase non-receptor type 9,18267,54,1.74 [1.26-2.41],0.0007398082312372
Chapter XI Diseases of the digestive system,Volvulus,RAP1A,Ras-related protein Rap-1A,18305,54,1.48 [1.21-1.81],0.0001233091380511
Chapter XI Diseases of the digestive system,Volvulus,RNASE4,Ribonuclease 4,18272,57,2.65 [1.37-5.12],0.0037228212364429
Chapter XI Diseases of the digestive system,Volvulus,SHH,Sonic hedgehog protein,18305,54,1.88 [1.32-2.68],0.0004809060937767
Chapter XI Diseases of the digestive system,Volvulus,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,21675,63,0.73 [0.59-0.90],0.0037308005783297
Chapter XI Diseases of the digestive system,Volvulus,TNFSF8,Tumor necrosis factor ligand superfamily member 8,18833,59,2.21 [1.25-3.90],0.0066440796211346
Chapter XI Diseases of the digestive system,Volvulus,WNT9A,Protein Wnt-9a,21305,67,2.24 [1.33-3.77],0.0023513803690959
Chapter XI Diseases of the digestive system,Volvulus,YY1,Transcriptional repressor protein YY1,18305,54,3.16 [1.60-6.22],0.0008820010002539
