Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,A1BG,Alpha-1B-glycoprotein,19630,586,0.96 [0.61-1.52],0.876878769630813
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AAMDC,Mth938 domain-containing protein,19100,566,0.89 [0.76-1.03],0.1189903873143181
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,AARSD1,Alanyl-tRNA editing protein Aarsd1,22280,670,1.03 [0.91-1.16],0.6504839522776698
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABCA2,ATP-binding cassette sub-family A member 2,18981,558,0.89 [0.70-1.12],0.3128012034252723
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABHD14B,Protein ABHD14B,22133,656,0.96 [0.85-1.08],0.4549426315679171
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABL1,Tyrosine-protein kinase ABL1,22280,670,1.01 [0.91-1.12],0.8039234346395697
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABO,Histo-blood group ABO system transferase,19606,581,0.97 [0.92-1.03],0.3250994670786656
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ABRAXAS2,BRISC complex subunit Abraxas 2,18981,558,0.98 [0.87-1.11],0.7511495206501668
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21839,660,0.99 [0.91-1.08],0.8414872921958794
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",19219,578,0.98 [0.87-1.09],0.6763933912903386
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",19608,584,0.93 [0.85-1.02],0.1191273716283201
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACAN,Aggrecan core protein,22203,666,1.00 [0.79-1.29],0.9695108288512508
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE,Angiotensin-converting enzyme,19606,581,1.33 [0.98-1.80],0.0631439215529975
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACE2,Angiotensin-converting enzyme 2,21968,668,1.29 [1.13-1.47],0.0001830392740669
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACHE,Acetylcholinesterase,19181,579,1.03 [0.80-1.33],0.8042249637192409
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACOT13,Acyl-coenzyme A thioesterase 13,19484,583,1.00 [0.94-1.08],0.9286256928795804
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,22381,670,1.02 [0.89-1.17],0.7663404147143181
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,19044,568,0.82 [0.68-0.99],0.0385933738809052
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,22486,676,1.27 [1.02-1.58],0.0353489305251548
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACP6,Lysophosphatidic acid phosphatase type 6,22538,681,1.08 [0.97-1.20],0.1370312811973595
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACRBP,Acrosin-binding protein,19493,580,0.98 [0.79-1.20],0.8179743505713638
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACRV1,Acrosomal protein SP-10,19044,568,1.01 [0.80-1.27],0.9286196841747084
Chapter VI Diseases of the nervous system,Other degenerative diseases of the nervous system,ACSL1,Long-chain-fatty-acid--CoA ligase 1,18981,558,1.04 [0.85-1.28],0.681924710946472
