Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,A1BG,Alpha-1B-glycoprotein,23931,127,0.80 [0.30-2.13],0.6582239236477587
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AAMDC,Mth938 domain-containing protein,23276,123,0.88 [0.63-1.21],0.4221996425981068
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,AARSD1,Alanyl-tRNA editing protein Aarsd1,27300,162,1.07 [0.84-1.37],0.5685717346062402
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABCA2,ATP-binding cassette sub-family A member 2,23132,122,1.11 [0.69-1.79],0.6591095828249898
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABHD14B,Protein ABHD14B,27143,155,1.03 [0.80-1.31],0.8411391668601268
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABL1,Tyrosine-protein kinase ABL1,27300,162,0.99 [0.80-1.22],0.8976843916514542
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABO,Histo-blood group ABO system transferase,23900,124,0.98 [0.87-1.10],0.6965307318826093
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ABRAXAS2,BRISC complex subunit Abraxas 2,23132,122,1.09 [0.84-1.41],0.5248265524809492
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26774,159,1.00 [0.85-1.19],0.9593646521899876
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23436,127,1.08 [0.88-1.34],0.4680201255200539
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23886,126,0.94 [0.77-1.14],0.5193770550265562
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACAN,Aggrecan core protein,27176,161,1.09 [0.66-1.80],0.7343872440617398
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACE,Angiotensin-converting enzyme,23900,124,1.15 [0.60-2.19],0.6823608314139281
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACE2,Angiotensin-converting enzyme 2,26911,161,1.44 [1.15-1.81],0.0017283780203167
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACHE,Acetylcholinesterase,23377,125,1.00 [0.58-1.71],0.9945245617697672
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACOT13,Acyl-coenzyme A thioesterase 13,23756,124,1.07 [0.92-1.24],0.3863589696097846
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27419,162,0.95 [0.72-1.25],0.6914551242185321
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23207,121,0.80 [0.53-1.20],0.2842330588347217
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP5,Tartrate-resistant acid phosphatase type 5,27541,161,1.46 [1.01-2.11],0.042332992317615
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACP6,Lysophosphatidic acid phosphatase type 6,27599,164,1.18 [0.94-1.47],0.1481103554713841
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACRBP,Acrosin-binding protein,23751,127,1.35 [0.94-1.94],0.106508507294583
Chapter VI Diseases of the nervous system,Other and unspecified degenerative diseases of nervous system,ACRV1,Acrosomal protein SP-10,23207,121,1.11 [0.68-1.81],0.6677177411617901
