Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
MZT1,Mitotic-spindle organizing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of calcium metabolism,23738,186,1.43 [1.18-1.73],0.0002973198471679
MZT1,Mitotic-spindle organizing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of mineral metabolism,23939,387,1.29 [1.12-1.49],0.0005617227883265
MZT1,Mitotic-spindle organizing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of parathyroid gland,27384,108,1.42 [1.11-1.83],0.0056541043261948
MZT1,Mitotic-spindle organizing protein 1,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of the thyroid gland,27217,1307,1.13 [1.04-1.23],0.0053318057609272
MZT1,Mitotic-spindle organizing protein 1,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,26931,1355,1.16 [1.06-1.26],0.000782605428026
MZT1,Mitotic-spindle organizing protein 1,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",27086,1500,1.11 [1.03-1.21],0.0094396723492703
MZT1,Mitotic-spindle organizing protein 1,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Iridocyclitis,27454,74,1.50 [1.11-2.02],0.0081476517616996
MZT1,Mitotic-spindle organizing protein 1,Chapter X Diseases of the respiratory system,Emphysema,24642,187,1.33 [1.08-1.64],0.0079532849019631
MZT1,Mitotic-spindle organizing protein 1,Chapter X Diseases of the respiratory system,Later onset COPD,26230,217,1.35 [1.11-1.64],0.0023788094190411
MZT1,Mitotic-spindle organizing protein 1,Chapter X Diseases of the respiratory system,Other pleural conditions,26281,34,1.70 [1.16-2.50],0.0068045729056064
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,"Diseases of oral cavity, salivary glands and jaws",27158,603,1.19 [1.05-1.34],0.0050147860289784
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Oesophageal obstruction,22187,152,1.41 [1.13-1.76],0.0020052889691545
MZT1,Mitotic-spindle organizing protein 1,Chapter XI Diseases of the digestive system,Other disorders of teeth and supporting structures,26735,180,1.33 [1.08-1.64],0.0062117640434831
MZT1,Mitotic-spindle organizing protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,26305,291,1.31 [1.12-1.55],0.0009998404924027
MZT1,Mitotic-spindle organizing protein 1,Chapter XII Diseases of the skin and subcutaneous tissue,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",26336,322,1.32 [1.13-1.54],0.0004009192346814
