Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
EPB41L5,Band 4.1-like protein 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified aplastic anaemias,22716,49,1.53 [1.25-1.88],4.6950684637221504e-05
EPB41L5,Band 4.1-like protein 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other disorders of white blood cells,23465,38,1.43 [1.09-1.87],0.0098435172577484
EPB41L5,Band 4.1-like protein 5,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",23748,144,1.26 [1.06-1.50],0.0097544861286973
EPB41L5,Band 4.1-like protein 5,"Chapter IV Endocrine, nutritional and metabolic diseases",Other mental disorders due to brain damage and dysfunction and to physical disease,23704,29,1.53 [1.18-1.98],0.0011675557665197
EPB41L5,Band 4.1-like protein 5,Chapter IX Diseases of the circulatory system,Conduction disorders,22100,463,1.18 [1.05-1.31],0.0036040191800162
EPB41L5,Band 4.1-like protein 5,Chapter IX Diseases of the circulatory system,Right bundle-branch block,21784,147,1.30 [1.10-1.53],0.001663403815795
EPB41L5,Band 4.1-like protein 5,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",21549,1470,0.90 [0.83-0.97],0.0087376076238819
EPB41L5,Band 4.1-like protein 5,Chapter X Diseases of the respiratory system,Pneumonitis due to solids and liquids,23917,115,1.29 [1.07-1.56],0.0073500303611052
EPB41L5,Band 4.1-like protein 5,Chapter X Diseases of the respiratory system,Viral pneumonia,22921,162,1.29 [1.10-1.52],0.0016146515224191
EPB41L5,Band 4.1-like protein 5,Chapter XI Diseases of the digestive system,"Cirrhosis of liver, NAS",23811,76,1.35 [1.09-1.67],0.0065416322415563
EPB41L5,Band 4.1-like protein 5,Chapter XI Diseases of the digestive system,Duodenal ulcer,19188,128,1.34 [1.13-1.59],0.0006814591007313
EPB41L5,Band 4.1-like protein 5,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,23576,138,1.29 [1.09-1.52],0.0034359392290468
