Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
DEFB118,Beta-defensin 118,Chapter II Neoplasms,Lung cancer and mesothelioma,17649,152,1.27 [1.08-1.49],0.0041720612307398
DEFB118,Beta-defensin 118,"Chapter IV Endocrine, nutritional and metabolic diseases",Alkalosis,20313,32,1.60 [1.26-2.03],9.174614365496908e-05
DEFB118,Beta-defensin 118,Chapter IX Diseases of the circulatory system,Other diseases of arteries and capillaries,23265,127,1.34 [1.12-1.60],0.00141662883445
DEFB118,Beta-defensin 118,Chapter VI Diseases of the nervous system,Sleep apnoea,23631,437,1.18 [1.04-1.34],0.0098891620254975
DEFB118,Beta-defensin 118,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of optic nerve and visual pathways,23835,48,1.45 [1.11-1.90],0.0063422916787395
DEFB118,Beta-defensin 118,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Hypermetropia,23365,21,1.62 [1.17-2.24],0.003886821083508
DEFB118,Beta-defensin 118,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Other disorders of optic [2nd] nerve and visual pathways,23819,32,1.50 [1.10-2.04],0.0093751917332282
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,22034,1561,1.11 [1.03-1.19],0.0059442694451439
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",22326,3331,1.08 [1.02-1.13],0.005473500251961
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Diseases of the digestive system,23591,1091,1.13 [1.04-1.23],0.0036534743898651
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Intestinal adhesions without obstruction,18239,63,1.57 [1.30-1.90],3.098296702000274e-06
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Intestinal malabsorption,22616,116,1.33 [1.08-1.63],0.0080996148991942
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,19657,662,1.18 [1.06-1.30],0.0016653874585846
DEFB118,Beta-defensin 118,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),20514,1519,1.11 [1.03-1.19],0.007758836448246
