Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes with neurological complications,1687,70,1.60 [1.16-2.20],0.0039480169957518
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter IX Diseases of the circulatory system,Other embolism and thrombosis,26374,49,1.68 [1.29-2.18],0.0001258530731711
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter VI Diseases of the nervous system,"Other and unspecified nerve root and plexus disorders, also in other diseases",26322,382,1.24 [1.06-1.44],0.0057433189473409
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process","Conjunctivitis (acute, non atopic)",27579,32,1.82 [1.41-2.35],5.274809071342714e-06
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XI Diseases of the digestive system,Duodenal ulcer,22194,146,1.44 [1.18-1.77],0.0004095856426857
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XI Diseases of the digestive system,"Duodenal ulcer - Unspecified as acute or chronic, without haemorrhage or perforation, drug-induced",27599,116,1.40 [1.10-1.78],0.0061888315921899
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,24293,2245,1.10 [1.03-1.18],0.0070141296378327
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XI Diseases of the digestive system,Other gastritis (incl. Duodenitis),23831,1783,1.11 [1.03-1.21],0.008286976954839
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Lumbar disc prolapse,24970,279,1.26 [1.06-1.50],0.0086584135598413
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other intervertebral disc disorders,25323,632,1.22 [1.08-1.37],0.0011141677977744
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,27370,326,1.26 [1.07-1.48],0.0046456442821307
GLT8D2,Glycosyltransferase 8 domain-containing protein 2,Chapter XIV Diseases of the genitourinary system,Urolithiasis,27434,390,1.24 [1.07-1.44],0.0053950769144891
