Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Acute pancreatitis,BST2,Bone marrow stromal antigen 2,48032,138,1.73 [1.42-2.11],5.202860982611804e-08
Chapter XI Diseases of the digestive system,Acute pancreatitis,CD300A,CMRF35-like molecule 8,40485,111,4.47 [2.77-7.21],8.863795398276346e-10
Chapter XI Diseases of the digestive system,Acute pancreatitis,CHGA,Chromogranin-A,41398,112,1.71 [1.50-1.96],1.9956183730090217e-15
Chapter XI Diseases of the digestive system,Acute pancreatitis,CKAP4,Cytoskeleton-associated protein 4,47902,139,2.98 [2.06-4.31],7.548952185577651e-09
Chapter XI Diseases of the digestive system,Acute pancreatitis,CTSO,Cathepsin O,48130,139,3.10 [2.07-4.66],4.8619030173010334e-08
Chapter XI Diseases of the digestive system,Acute pancreatitis,GAST,Gastrin,41307,111,1.43 [1.29-1.58],3.423882373817204e-12
Chapter XI Diseases of the digestive system,Acute pancreatitis,HAVCR2,Hepatitis A virus cellular receptor 2,47618,138,2.77 [1.96-3.90],6.0817296442201286e-09
Chapter XI Diseases of the digestive system,Acute pancreatitis,OCLN,Occludin,41326,112,2.21 [1.65-2.94],7.632600172588931e-08
Chapter XI Diseases of the digestive system,Acute pancreatitis,PGA4,Pepsin A-4,41421,111,2.17 [1.75-2.68],9.158263191087929e-13
Chapter XI Diseases of the digestive system,Acute pancreatitis,PLAUR,Urokinase plasminogen activator surface receptor,47266,136,4.10 [2.63-6.39],4.2647687803706465e-10
Chapter XI Diseases of the digestive system,Acute pancreatitis,TFF2,Trefoil factor 2,47729,138,1.91 [1.55-2.35],1.2266371848870824e-09
Chapter XI Diseases of the digestive system,Acute pancreatitis,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,47242,135,1.55 [1.35-1.77],1.7187342560103055e-10
Chapter XI Diseases of the digestive system,Acute pancreatitis,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,48130,139,2.33 [1.73-3.15],3.584506637992553e-08
Chapter XI Diseases of the digestive system,Acute pancreatitis,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,47618,138,2.94 [2.01-4.30],2.7731704750316612e-08
Chapter XI Diseases of the digestive system,Acute pancreatitis,VSIG2,V-set and immunoglobulin domain-containing protein 2,41209,109,2.45 [2.02-2.98],1.7526177568611574e-19
