Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ulcerative colitis,ADA2,Adenosine deaminase 2,47990,271,1.95 [1.55-2.44],9.975101990026335e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,ANGPT2,Angiopoietin-2,48683,278,2.06 [1.61-2.62],6.294141086156398e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,B4GALT1,"Beta-1,4-galactosyltransferase 1",48472,278,2.73 [1.92-3.89],2.250896863895304e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,BTN2A1,Butyrophilin subfamily 2 member A1,48472,278,2.67 [1.88-3.79],4.288491022490074e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,C1QA,Complement C1q subcomponent subunit A,48575,276,3.55 [2.37-5.32],7.006867182313572e-10
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL11,Eotaxin,48811,276,2.61 [1.99-3.44],6.903663892378491e-12
Chapter XI Diseases of the digestive system,Ulcerative colitis,CCL20,C-C motif chemokine 20,48811,276,1.35 [1.23-1.47],1.2205830761469906e-10
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD27,CD27 antigen,48421,278,1.90 [1.51-2.38],3.158869718392665e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD274,Programmed cell death 1 ligand 1,47896,273,2.03 [1.58-2.61],2.6488672074803926e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD300E,CMRF35-like molecule 2,48522,278,2.14 [1.70-2.68],6.155073057951366e-11
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD74,HLA class II histocompatibility antigen gamma chain,48699,278,2.15 [1.63-2.83],5.4929803399261145e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD79B,B-cell antigen receptor complex-associated protein beta chain,48811,276,1.74 [1.42-2.12],8.506005645430473e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CD80,T-lymphocyte activation antigen CD80,41970,238,2.40 [1.79-3.23],5.8723083114023285e-09
Chapter XI Diseases of the digestive system,Ulcerative colitis,CKAP4,Cytoskeleton-associated protein 4,48579,275,2.32 [1.71-3.13],5.053133701240872e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CLEC4D,C-type lectin domain family 4 member D,48205,274,1.57 [1.33-1.85],9.047977286371069e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CTSO,Cathepsin O,48811,276,2.35 [1.72-3.22],9.855150355882013e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CXCL11,C-X-C motif chemokine 11,48699,278,1.35 [1.21-1.51],6.758571063771673e-08
Chapter XI Diseases of the digestive system,Ulcerative colitis,CXCL8,Interleukin-8,47911,276,1.61 [1.47-1.76],1.1676368608436594e-24
