Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),EDA2R,Tumor necrosis factor receptor superfamily member 27,14154,77,3.18 [2.08-4.85],8.182227178551091e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),NEFL,Neurofilament light polypeptide,13711,75,2.30 [1.70-3.12],8.454501957859744e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Wrist or foot drop (acquired),RBFOX3,RNA binding protein fox-1 homolog 3,12261,62,2.39 [1.88-3.05],1.640268108827947e-12
