Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",AREG,Amphiregulin,19707,1376,1.41 [1.27-1.57],1.5650365741228304e-10
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",EGFR,Epidermal growth factor receptor,20041,1403,0.41 [0.30-0.54],1.0616959381323603e-09
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",GDF15,Growth/differentiation factor 15,20041,1403,1.47 [1.34-1.62],9.361796131484981e-15
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",ITGA11,Integrin alpha-11,19753,1380,0.66 [0.57-0.76],4.873737822813712e-09
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",ITGAM,Integrin alpha-M,19810,1385,0.62 [0.53-0.73],2.7832505966801566e-09
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",ITGB2,Integrin beta-2,19690,1389,0.61 [0.52-0.73],5.022201547291976e-08
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",LRRN1,Leucine-rich repeat neuronal protein 1,19434,1367,0.71 [0.63-0.81],6.520445673338924e-08
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",PIGR,Polymeric immunoglobulin receptor,19544,1357,1.46 [1.28-1.67],2.0236449664334188e-08
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",PLAUR,Urokinase plasminogen activator surface receptor,19669,1367,1.84 [1.55-2.18],2.59649175071495e-12
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,19619,1378,1.30 [1.21-1.40],2.824872315255076e-12
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",VSIG2,V-set and immunoglobulin domain-containing protein 2,17255,1189,1.26 [1.16-1.37],1.717265834107253e-08
Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",WFDC2,WAP four-disulfide core domain protein 2,18838,1310,1.42 [1.26-1.59],2.673418709856966e-09
