Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CD63,CD63 antigen,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,23440,74,0.56 [0.37-0.83],0.0043611948515385
CD63,CD63 antigen,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,22946,41,0.46 [0.27-0.79],0.0047225873782722
CD63,CD63 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,21244,686,1.25 [1.08-1.44],0.002670142799731
CD63,CD63 antigen,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,21218,660,1.24 [1.07-1.43],0.0050454692997604
CD63,CD63 antigen,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",19556,336,1.31 [1.07-1.60],0.0092508919239876
CD63,CD63 antigen,Chapter V Mental and behavioural disorders,Smoking dependency,21413,81,2.14 [1.41-3.23],0.0003231928886309
CD63,CD63 antigen,Chapter VI Diseases of the nervous system,Epilepsy,21763,162,0.50 [0.38-0.65],5.649452887103917e-07
CD63,CD63 antigen,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,18405,127,0.66 [0.48-0.90],0.0089691311702778
CD63,CD63 antigen,Chapter XI Diseases of the digestive system,Other diseases of stomach and duodenum,17805,156,0.65 [0.49-0.86],0.0027557936038139
CD63,CD63 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,16808,88,1.72 [1.16-2.54],0.0063936737872797
CD63,CD63 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",23202,85,1.69 [1.14-2.49],0.0087729269608043
CD63,CD63 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,23207,75,2.04 [1.34-3.10],0.0008913870528914
CD63,CD63 antigen,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,20238,63,1.84 [1.16-2.92],0.0091030811731669
