Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Metabolic disorders,15601,1163,0.78 [0.71-0.86],1.605412903118996e-06
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,18022,560,0.77 [0.66-0.89],0.0003873160613816
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,18006,544,0.77 [0.66-0.89],0.0003730391156549
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,15477,1039,0.75 [0.68-0.84],2.6482375565813335e-07
GFRAL,GDNF family receptor alpha-like,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,15397,959,0.74 [0.66-0.83],2.0456473781379098e-07
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Any mental disorder,16954,577,0.80 [0.70-0.92],0.0020344718949795
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",16669,292,0.77 [0.64-0.94],0.0093780515251508
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Alcohol dependence,18179,102,0.64 [0.46-0.89],0.0087542223663436
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Smoking dependency,18162,72,0.53 [0.36-0.78],0.0011973604938889
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,"Anxiety disorders, excluding more controls",16462,85,0.57 [0.39-0.81],0.0018120024715434
GFRAL,GDNF family receptor alpha-like,Chapter V Mental and behavioural disorders,Other anxiety disorders,19074,45,0.39 [0.24-0.63],0.0001441158546375
GFRAL,GDNF family receptor alpha-like,Chapter VI Diseases of the nervous system,Epilepsy,18515,138,1.56 [1.30-1.87],1.632351093071248e-06
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,13404,3066,0.78 [0.72-0.84],2.9361680670479494e-11
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,"Hypertension, essential",14188,2000,0.79 [0.72-0.86],2.251208923443021e-08
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Hypertension,14214,2026,0.79 [0.73-0.86],2.7411530946296325e-08
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",17633,1343,0.75 [0.68-0.83],4.375090329116836e-09
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Angina pectoris,17036,746,0.72 [0.64-0.82],3.304141763592751e-07
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Unstable angina pectoris,18714,268,0.66 [0.54-0.81],5.675490513218688e-05
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,19033,587,0.69 [0.60-0.80],1.9005220476486277e-07
GFRAL,GDNF family receptor alpha-like,Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",19727,136,0.64 [0.48-0.85],0.0020685890144261
