Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20741.Liking for watching television,LEP,Leptin,36244,0.179264713434366,0.0296248777776041,0.121199952990262,0.237329473878471,1.51185634711311e-09
Diet and food preferences,X20741.Liking for watching television,INHBC,Inhibin beta C chain,36265,0.25180768921053,0.0467483366605835,0.160180949355786,0.343434429065273,7.41795495473606e-08
Diet and food preferences,X20741.Liking for watching television,GFRA1,GDNF family receptor alpha-1,36310,0.36890744781919,0.0732802841285438,0.225278090927244,0.512536804711136,4.91653576901756e-07
Diet and food preferences,X20741.Liking for watching television,FCRL5,Fc receptor-like protein 5,36265,0.16344492109347,0.0334764593680067,0.0978310607321768,0.229058781454763,1.071134251755e-06
Diet and food preferences,X20741.Liking for watching television,LGALS9,Galectin-9,36259,0.314553951757241,0.0645003471815002,0.1881332712815,0.440974632232981,1.10192247272775e-06
Diet and food preferences,X20741.Liking for watching television,VWC2,Brorin,36161,0.249167995194748,0.0512407254336853,0.148736173344725,0.349599817044771,1.18340360656022e-06
Diet and food preferences,X20741.Liking for watching television,RTN4R,Reticulon-4 receptor,36318,0.276896289045951,0.057283654634984,0.164620325961382,0.389172252130519,1.36777537513661e-06
Diet and food preferences,X20741.Liking for watching television,BMPER,BMP-binding endothelial regulator protein,35224,0.491963832927214,0.104273187991192,0.287588384464478,0.696339281389949,2.43521029645915e-06
Diet and food preferences,X20741.Liking for watching television,F7,Coagulation factor VII,36281,0.306536465722623,0.0653002467597751,0.178547982073464,0.434524949371783,2.72606423487267e-06
Diet and food preferences,X20741.Liking for watching television,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,35360,0.14517579679264,0.0313119909798466,0.0838042944721406,0.206547299113139,3.61798860983461e-06
Diet and food preferences,X20741.Liking for watching television,CFI,Complement factor I,35370,0.526091360896068,0.114169339044587,0.302319456368677,0.749863265423459,4.14759201737502e-06
Diet and food preferences,X20741.Liking for watching television,PLTP,Phospholipid transfer protein,36334,-0.252112412000451,0.0551491202027802,-0.3602046875979,-0.144020136403002,4.92485990646959e-06
Diet and food preferences,X20741.Liking for watching television,PTGDS,Prostaglandin-H2 D-isomerase,36202,0.301156240495035,0.0664491593744425,0.170915888121128,0.431396592868942,5.93621320622217e-06
Diet and food preferences,X20741.Liking for watching television,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,36314,0.24006047382348,0.0530948830492426,0.135994503046964,0.344126444599995,6.24425950918131e-06
Diet and food preferences,X20741.Liking for watching television,CLMP,CXADR-like membrane protein,36318,0.433433136004966,0.0961815526036898,0.244917292901734,0.621948979108198,6.69891133629828e-06
Diet and food preferences,X20741.Liking for watching television,RRM2,Ribonucleoside-diphosphate reductase subunit M2,36100,0.177144212953345,0.0394663271260362,0.0997902117863139,0.254498214120376,7.28951936265865e-06
Diet and food preferences,X20741.Liking for watching television,IL18R1,Interleukin-18 receptor 1,36327,0.26134967429063,0.0585452926602846,0.146600900676472,0.376098447904788,8.16596082872008e-06
Diet and food preferences,X20741.Liking for watching television,IL10RB,Interleukin-10 receptor subunit beta,36293,0.301555428676444,0.0677020482103906,0.168859414184079,0.43425144316881,8.55163183063458e-06
Diet and food preferences,X20741.Liking for watching television,MIA,Melanoma-derived growth regulatory protein,36292,0.233240982437081,0.0532340541494919,0.128902236304077,0.337579728570085,1.19604165790471e-05
Diet and food preferences,X20741.Liking for watching television,AGER,Advanced glycosylation end product-specific receptor,36255,0.213922241787739,0.0489117521129426,0.118055207646371,0.309789275929106,1.23950770587194e-05
Diet and food preferences,X20741.Liking for watching television,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,35215,0.224869675724405,0.0515758847725479,0.123780941570211,0.325958409878598,1.32245986097717e-05
Diet and food preferences,X20741.Liking for watching television,AGRN,Agrin,36293,0.260018848475505,0.0599273463477355,0.142561249633943,0.377476447317067,1.45183126971761e-05
Diet and food preferences,X20741.Liking for watching television,HAVCR2,Hepatitis A virus cellular receptor 2,36265,0.247643966382181,0.0571348282612787,0.135659702990075,0.359628229774287,1.48200177131613e-05
Diet and food preferences,X20741.Liking for watching television,CCL27,C-C motif chemokine 27,36244,0.14321769961872,0.0330727100025507,0.0783951880137203,0.208040211223719,1.50909765852864e-05
Diet and food preferences,X20741.Liking for watching television,ADH1B,All-trans-retinol dehydrogenase,35224,0.137547974835609,0.0317617471454273,0.0752949504305717,0.199800999240647,1.51105130317524e-05
Diet and food preferences,X20741.Liking for watching television,C1RL,Complement C1r subcomponent-like protein,35355,0.500556251571676,0.115847018844713,0.273496094636038,0.727616408507314,1.57884858265914e-05
Diet and food preferences,X20741.Liking for watching television,COLEC12,Collectin-12,36263,0.337519856277885,0.0781350663857679,0.18437512616178,0.49066458639399,1.58383088577784e-05
Diet and food preferences,X20741.Liking for watching television,WFDC2,WAP four-disulfide core domain protein 2,35906,0.244366798945068,0.0568586615379965,0.132923822330595,0.355809775559542,1.74947694661857e-05
Diet and food preferences,X20741.Liking for watching television,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,35224,0.199979699335519,0.0465667603580551,0.108708849033731,0.291250549637307,1.77860793566896e-05
Diet and food preferences,X20741.Liking for watching television,PDCD1,Programmed cell death protein 1,36307,0.193026637059734,0.0450842065262749,0.104661592268236,0.281391681851233,1.88105894329276e-05
Diet and food preferences,X20741.Liking for watching television,FSTL3,Follistatin-related protein 3,36255,0.278005635909678,0.0652357277452508,0.150143609528986,0.405867662290369,2.05652206906329e-05
Diet and food preferences,X20741.Liking for watching television,CD83,CD83 antigen,36229,0.252235483889547,0.0593469703486336,0.135915422006225,0.368555545772869,2.16358440487492e-05
Diet and food preferences,X20741.Liking for watching television,LTBR,Tumor necrosis factor receptor superfamily member 3,36235,0.303002959249885,0.0715011730863731,0.162860660000593,0.443145258499176,2.28672041822865e-05
Diet and food preferences,X20741.Liking for watching television,IGFBP4,Insulin-like growth factor-binding protein 4,36189,0.206998780944162,0.049341870166653,0.110288715417522,0.303708846470802,2.76010648048645e-05
Diet and food preferences,X20741.Liking for watching television,KLK14,Kallikrein-14,36318,0.171267735721147,0.0410867793059712,0.0907376482814437,0.251797823160851,3.10329152004368e-05
Diet and food preferences,X20741.Liking for watching television,CD79B,B-cell antigen receptor complex-associated protein beta chain,36327,0.174344450410301,0.042042431836915,0.0919412840099472,0.256747616810654,3.40966065210068e-05
Diet and food preferences,X20741.Liking for watching television,GDF15,Growth/differentiation factor 15,36350,0.214000267211296,0.0516463481304555,0.112773424875603,0.315227109546988,3.45885346241163e-05
Diet and food preferences,X20741.Liking for watching television,BPIFB2,BPI fold-containing family B member 2,35347,0.141691406307151,0.0343591326991968,0.0743475062167249,0.209035306397576,3.77528941111513e-05
Diet and food preferences,X20741.Liking for watching television,CD72,B-cell differentiation antigen CD72,35224,0.226096060874592,0.0548470699692967,0.11859580373477,0.333596318014413,3.80149615255617e-05
Diet and food preferences,X20741.Liking for watching television,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,36300,0.232137368057261,0.0563361224418747,0.121718568071187,0.342556168043336,3.82222344736125e-05
Diet and food preferences,X20741.Liking for watching television,SIGLEC6,Sialic acid-binding Ig-like lectin 6,36318,0.242329875142926,0.0589396962548501,0.12680807048342,0.357851679802432,3.97539457505183e-05
Diet and food preferences,X20741.Liking for watching television,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,36230,0.0721762032205402,0.0176034523372057,0.0376734366396171,0.106678969801463,4.17597242316269e-05
Diet and food preferences,X20741.Liking for watching television,RARRES2,Retinoic acid receptor responder protein 2,36302,0.168694217396889,0.0412296978533948,0.0878840096042348,0.249504425189543,4.33204264534639e-05
Diet and food preferences,X20741.Liking for watching television,TGFBR2,TGF-beta receptor type-2,36292,0.255891302414731,0.062941365567527,0.132526225902378,0.379256378927084,4.84376311479118e-05
Diet and food preferences,X20741.Liking for watching television,FGFR2,Fibroblast growth factor receptor 2,36292,0.389263997663825,0.0959372685930807,0.201226951221387,0.577301044106264,5.01366768706939e-05
Diet and food preferences,X20741.Liking for watching television,LY6D,Lymphocyte antigen 6D,36230,0.217954219813855,0.0538732949260214,0.112362561758853,0.323545877868857,5.27299112815325e-05
Diet and food preferences,X20741.Liking for watching television,CD300A,CMRF35-like molecule 8,35224,0.310503883429388,0.076920926363516,0.159738867756896,0.461268899101879,5.48893321353014e-05
Diet and food preferences,X20741.Liking for watching television,SEMA3F,Semaphorin-3F,36244,0.30515408294223,0.0756258232788369,0.156927469315709,0.45338069656875,5.51681830370383e-05
Diet and food preferences,X20741.Liking for watching television,CCL21,C-C motif chemokine 21,36293,0.186357994799525,0.0462546709532332,0.0956988397311883,0.277017149867863,5.66108353228427e-05
Diet and food preferences,X20741.Liking for watching television,FURIN,Furin,36292,0.241810263544956,0.0600768606726777,0.124059616626508,0.359560910463405,5.75649850531965e-05
Diet and food preferences,X20741.Liking for watching television,NOS3,"Nitric oxide synthase, endothelial",36087,0.159606707362677,0.0397084804395299,0.0817780857011985,0.237435329024156,5.89536525879829e-05
Diet and food preferences,X20741.Liking for watching television,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,35224,0.317735652716519,0.0791944994380524,0.162514433817936,0.472956871615101,6.09123296292636e-05
Diet and food preferences,X20741.Liking for watching television,CLEC4D,C-type lectin domain family 4 member D,36229,0.126714729202508,0.0316303390679895,0.0647192646292489,0.188710193775768,6.23630730526407e-05
