Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29062.Recent restlessness,TPMT,Thiopurine S-methyltransferase,35137,0.200052341293701,0.0538419606768354,0.0945220983671037,0.305582584220298,0.000204626626628877
Mental health,X29062.Recent restlessness,CCL19,C-C motif chemokine 19,35332,0.0993117106268525,0.027682819185438,0.0450533850233939,0.153570036230311,0.000336484123587989
Mental health,X29062.Recent restlessness,POMC,Pro-opiomelanocortin,34384,-0.230069421371803,0.0699884326300837,-0.367246749326767,-0.0928920934168389,0.00101844507032885
Mental health,X29062.Recent restlessness,LAP3,Cytosol aminopeptidase,35146,0.256952154359256,0.0783362723153304,0.103413060621208,0.410491248097304,0.00104361070764142
Mental health,X29062.Recent restlessness,AGRN,Agrin,35292,0.402427750246949,0.125504274077762,0.156439373054535,0.648416127439362,0.00135060505843722
Mental health,X29062.Recent restlessness,HDDC2,5'-deoxynucleotidase HDDC2,34495,0.3259040397481,0.102199854417883,0.125592325089049,0.526215754407151,0.00143652032880643
Mental health,X29062.Recent restlessness,DAPK2,Death-associated protein kinase 2,34338,0.242953877618222,0.0790215376704657,0.0880716637841097,0.397836091452335,0.00211942384288952
Mental health,X29062.Recent restlessness,RNASE6,Ribonuclease K6,34484,0.472724499202333,0.154088664587148,0.170710716611524,0.774738281793143,0.0021667894104149
Mental health,X29062.Recent restlessness,ADA2,Adenosine deaminase 2,35229,0.304280531705043,0.0996167265569242,0.109031747653471,0.499529315756614,0.00226410470026048
Mental health,X29062.Recent restlessness,L1CAM,Neural cell adhesion molecule L1,35299,0.423029958734383,0.138889691807745,0.150806162791202,0.695253754677564,0.00233054334127316
Mental health,X29062.Recent restlessness,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,35298,-0.304555055941711,0.100066525079285,-0.500685445097109,-0.108424666786313,0.00234819022850279
Mental health,X29062.Recent restlessness,CCN5,CCN family member 5,35271,-0.33892032495246,0.111797106201935,-0.558042653108253,-0.119797996796666,0.00244314281573997
Mental health,X29062.Recent restlessness,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",35243,0.263034546051119,0.0878669186814234,0.0908153854355294,0.435253706666709,0.00276862107558424
Mental health,X29062.Recent restlessness,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,34513,0.22035995694559,0.0752435207669535,0.0728826562423608,0.367837257648819,0.00341912238208625
Mental health,X29062.Recent restlessness,PSG1,Pregnancy-specific beta-1-glycoprotein 1,35214,0.108821394024223,0.0374041278662701,0.0355093034063335,0.182133484642112,0.00363517141530457
Mental health,X29062.Recent restlessness,DNAJB14,DnaJ homolog subfamily B member 14,34495,0.207023628528975,0.0712799984809249,0.0673148315063619,0.346732425551587,0.00369512058020982
Mental health,X29062.Recent restlessness,CDH22,Cadherin-22,34424,0.413144109685222,0.143248182013332,0.132377672939091,0.693910546431353,0.00394119954399797
Mental health,X29062.Recent restlessness,CALB1,Calbindin,35243,0.279870196334897,0.0974275957821664,0.0889121086018511,0.470828284067943,0.00408530349810499
Mental health,X29062.Recent restlessness,STC2,Stanniocalcin-2,35264,-0.449758617987087,0.157486187643701,-0.758431545768741,-0.141085690205433,0.00430660829811244
Mental health,X29062.Recent restlessness,RELB,Transcription factor RelB,34338,0.232677123399923,0.0817065370637576,0.0725323107549584,0.392821936044888,0.00442086795744661
Mental health,X29062.Recent restlessness,LTBP3,Latent-transforming growth factor beta-binding protein 3,35137,0.200004781574903,0.0703384454313364,0.0621414285294841,0.337868134620323,0.00447785223567864
Mental health,X29062.Recent restlessness,OSCAR,Osteoclast-associated immunoglobulin-like receptor,35271,0.345967323381845,0.123548945134093,0.103811390919023,0.588123255844667,0.00512251285307958
