Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20696.Liking for pasta,WFDC2,WAP four-disulfide core domain protein 2,35906,-0.198265014115273,0.0566355590129685,-0.309270709780691,-0.0872593184498547,0.000467029114360194
Diet and food preferences,X20696.Liking for pasta,MMP10,Stromelysin-2,36236,-0.110602487668838,0.0330060939822965,-0.175294431874139,-0.0459105434635371,0.000809527998904975
Diet and food preferences,X20696.Liking for pasta,EPB41L5,Band 4.1-like protein 5,35204,-0.121937081423881,0.0365735181642508,-0.193621177025812,-0.0502529858219491,0.000861173031704092
Diet and food preferences,X20696.Liking for pasta,PRL,Prolactin,36329,0.0902804605578637,0.0270895881379255,0.0371848678075298,0.143376053308198,0.000864574212539569
Diet and food preferences,X20696.Liking for pasta,MMP12,Macrophage metalloelastase,36259,-0.12215360512293,0.0367518809336479,-0.19418729175288,-0.0501199184929798,0.000892722625467757
Diet and food preferences,X20696.Liking for pasta,CLEC4G,C-type lectin domain family 4 member G,36229,0.190843843223224,0.0588346686503886,0.0755278926684623,0.306159793777986,0.00118526583220563
Diet and food preferences,X20696.Liking for pasta,LPL,Lipoprotein lipase,36244,0.131955684750444,0.0406878478200768,0.0522075030230937,0.211703866477795,0.00118778393107569
Diet and food preferences,X20696.Liking for pasta,MEP1A,Meprin A subunit alpha,35325,-0.0997803782984803,0.031380487158739,-0.161286133129609,-0.0382746234673517,0.00148165097856289
Diet and food preferences,X20696.Liking for pasta,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,35247,-0.107191496212855,0.0342602753497218,-0.17434163589831,-0.0400413565274001,0.00176392809861793
Diet and food preferences,X20696.Liking for pasta,FCN2,Ficolin-2,36232,0.148759280183111,0.0479362218205413,0.0548042854148497,0.242714274951372,0.00192151374574299
Diet and food preferences,X20696.Liking for pasta,FAM3B,Protein FAM3B,36216,-0.175586861123921,0.0566278781591018,-0.286577502315761,-0.0645962199320817,0.00193820295015209
Diet and food preferences,X20696.Liking for pasta,SCARB2,Lysosome membrane protein 2,36053,-0.209947474422678,0.0681672310045891,-0.343555247191673,-0.0763397016536838,0.00207898416473813
Diet and food preferences,X20696.Liking for pasta,CFC1,Cryptic protein,36100,-0.136925062031875,0.0446466060927896,-0.224432409973743,-0.0494177140900074,0.00217155342515961
