Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20685.Liking for lentils or beans,PTGR1,Prostaglandin reductase 1,35360,0.185390959166042,0.0273498704037004,0.131785213174789,0.238996705157295,1.3273513427691e-11
Diet and food preferences,X20685.Liking for lentils or beans,BGLAP,Osteocalcin,35366,-0.145367887131105,0.0259018463924185,-0.196135506060245,-0.0946002682019647,2.08397536851167e-08
Diet and food preferences,X20685.Liking for lentils or beans,NBL1,Neuroblastoma suppressor of tumorigenicity 1,36292,-0.427208398516399,0.0763787452451676,-0.576910739196927,-0.277506057835871,2.31111154559592e-08
Diet and food preferences,X20685.Liking for lentils or beans,FSTL3,Follistatin-related protein 3,36255,-0.3667379201103,0.0656176262495183,-0.495348467559356,-0.238127372661244,2.36890518725566e-08
Diet and food preferences,X20685.Liking for lentils or beans,RELT,Tumor necrosis factor receptor superfamily member 19L,36265,-0.387020790667166,0.0718615691299053,-0.52786946616178,-0.246172115172551,7.45125929238874e-08
Diet and food preferences,X20685.Liking for lentils or beans,CHRDL1,Chordin-like protein 1,36278,-0.341160120194212,0.0645860921018232,-0.467748860713785,-0.214571379674638,1.31408802266775e-07
Diet and food preferences,X20685.Liking for lentils or beans,TAFA5,Chemokine-like protein TAFA-5,36216,-0.284787069789377,0.0553622688356988,-0.393297116707346,-0.176277022871407,2.76147604446372e-07
Diet and food preferences,X20685.Liking for lentils or beans,SERPINF1,Pigment epithelium-derived factor,35264,-0.43790009419006,0.0873101701012433,-0.609028027588497,-0.266772160791623,5.44145762523531e-07
Diet and food preferences,X20685.Liking for lentils or beans,CD83,CD83 antigen,36229,-0.294942523992081,0.0593450530747162,-0.411258828018525,-0.178626219965638,6.85513756471288e-07
Diet and food preferences,X20685.Liking for lentils or beans,DPT,Dermatopontin,36350,-0.374166990705883,0.0767857259041872,-0.52466701347809,-0.223666967933677,1.1235676145292e-06
Diet and food preferences,X20685.Liking for lentils or beans,LTBR,Tumor necrosis factor receptor superfamily member 3,36235,-0.348242198948033,0.0714737984798366,-0.488330843968513,-0.208153553927553,1.12717296738627e-06
Diet and food preferences,X20685.Liking for lentils or beans,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,36314,-0.257880269072241,0.0530062560955747,-0.361772531019567,-0.153988007124915,1.16865539083351e-06
Diet and food preferences,X20685.Liking for lentils or beans,CST3,Cystatin-C,36279,-0.35004547255148,0.0723426932624066,-0.491837151345797,-0.208253793757163,1.33449844085369e-06
Diet and food preferences,X20685.Liking for lentils or beans,PDCD1,Programmed cell death protein 1,36307,-0.214084462807358,0.0443418730610898,-0.300994534007094,-0.127174391607622,1.40764146702151e-06
Diet and food preferences,X20685.Liking for lentils or beans,SEMA3F,Semaphorin-3F,36244,-0.362001942854393,0.0757414385057672,-0.510455162325697,-0.213548723383089,1.79346365812357e-06
Diet and food preferences,X20685.Liking for lentils or beans,KLK14,Kallikrein-14,36318,-0.194714302428913,0.040852970742969,-0.274786125085133,-0.114642479772694,1.91440379653725e-06
Diet and food preferences,X20685.Liking for lentils or beans,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,36329,-0.203218408728655,0.0426552319212167,-0.286822663294239,-0.11961415416307,1.9334936579868e-06
Diet and food preferences,X20685.Liking for lentils or beans,DDC,Aromatic-L-amino-acid decarboxylase,36230,0.19926204881767,0.0420398472222714,0.116863948262018,0.281660149373322,2.18098804786759e-06
Diet and food preferences,X20685.Liking for lentils or beans,WFDC2,WAP four-disulfide core domain protein 2,35906,-0.268942136635007,0.0567919539962874,-0.380254366467731,-0.157629906802284,2.22935467951335e-06
Diet and food preferences,X20685.Liking for lentils or beans,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,36265,-0.349547872268745,0.0741671636167658,-0.494915512957606,-0.204180231579884,2.48804263981162e-06
Diet and food preferences,X20685.Liking for lentils or beans,NPPC,C-type natriuretic peptide,36229,-0.204311722367507,0.0434219098520748,-0.289418665677574,-0.119204779057441,2.58383318541468e-06
Diet and food preferences,X20685.Liking for lentils or beans,COL6A3,Collagen alpha-3(VI) chain,36350,-0.276277170040424,0.0591926024827519,-0.392294670906617,-0.16025966917423,3.1055386292671e-06
Diet and food preferences,X20685.Liking for lentils or beans,IGFBP4,Insulin-like growth factor-binding protein 4,36189,-0.230459025016939,0.0495483208822772,-0.327573733946202,-0.133344316087676,3.36085707351896e-06
Diet and food preferences,X20685.Liking for lentils or beans,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,36318,-0.296707294373704,0.0641603253297806,-0.422461532020074,-0.170953056727334,3.8219836423365e-06
Diet and food preferences,X20685.Liking for lentils or beans,GFRA1,GDNF family receptor alpha-1,36310,-0.334565409040056,0.0724494043988944,-0.476566241661889,-0.192564576418223,3.94427628900597e-06
Diet and food preferences,X20685.Liking for lentils or beans,VWC2,Brorin,36161,-0.235231973895101,0.0510539222025475,-0.335297661412094,-0.135166286378108,4.14759025881449e-06
Diet and food preferences,X20685.Liking for lentils or beans,PINLYP,phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,35224,-0.149129182753751,0.0325388771386977,-0.212905381945599,-0.0853529835619035,4.67364720084805e-06
Diet and food preferences,X20685.Liking for lentils or beans,AGRN,Agrin,36293,-0.273048158002978,0.0603489796224572,-0.391332158062994,-0.154764157942962,6.1528835400793e-06
Diet and food preferences,X20685.Liking for lentils or beans,CD74,HLA class II histocompatibility antigen gamma chain,36329,-0.25550626491867,0.0566653040692245,-0.36657026089435,-0.14444226894299,6.6162845621416e-06
Diet and food preferences,X20685.Liking for lentils or beans,CANT1,Soluble calcium-activated nucleotidase 1,36213,-0.434284656706894,0.0965015782334391,-0.623427750044435,-0.245141563369354,6.8957934568404e-06
Diet and food preferences,X20685.Liking for lentils or beans,MAPRE3,Microtubule-associated protein RP/EB family member 3,35148,-0.0681979277699205,0.0152035295429921,-0.097996845674185,-0.0383990098656561,7.40552313903879e-06
Diet and food preferences,X20685.Liking for lentils or beans,PTGDS,Prostaglandin-H2 D-isomerase,36202,-0.300381846547951,0.06724527660246,-0.432182588688772,-0.168581104407129,8.05864129686831e-06
Diet and food preferences,X20685.Liking for lentils or beans,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,36263,-0.24248435115206,0.0543105939080872,-0.348933115211911,-0.136035587092209,8.14008626935933e-06
Diet and food preferences,X20685.Liking for lentils or beans,STC1,Stanniocalcin-1,36329,-0.195999022241037,0.0441625829301573,-0.282557684784146,-0.109440359697929,9.21123663753644e-06
Diet and food preferences,X20685.Liking for lentils or beans,HYOU1,Hypoxia up-regulated protein 1,36350,-0.378936923987671,0.0856505586548715,-0.546812018951219,-0.211061829024122,9.82266267062657e-06
Diet and food preferences,X20685.Liking for lentils or beans,ASGR2,Asialoglycoprotein receptor 2,35359,-0.376743505177185,0.0860605443480029,-0.54542217209927,-0.208064838255099,1.21946925505907e-05
Diet and food preferences,X20685.Liking for lentils or beans,SLC39A5,Zinc transporter ZIP5,36229,-0.161393736129484,0.0368999428445948,-0.23371762410489,-0.0890698481540782,1.23853159730285e-05
Diet and food preferences,X20685.Liking for lentils or beans,TNF,Tumor necrosis factor,36103,-0.226741889169126,0.0520094233047276,-0.328680358846392,-0.12480341949186,1.32173562886635e-05
Diet and food preferences,X20685.Liking for lentils or beans,CSF1,Macrophage colony-stimulating factor 1,36293,-0.326180608879189,0.0749009584559987,-0.472986487452946,-0.179374730305431,1.35046419851667e-05
Diet and food preferences,X20685.Liking for lentils or beans,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,36273,-0.291647238072779,0.0669876157860573,-0.422942965013451,-0.160351511132107,1.35715470867621e-05
Diet and food preferences,X20685.Liking for lentils or beans,CDH3,Cadherin-3,36329,-0.244439961112173,0.0564357630726305,-0.355054056734529,-0.133825865489817,1.50266767532177e-05
Diet and food preferences,X20685.Liking for lentils or beans,IL12B,Interleukin-12 subunit beta,36327,-0.152922818370422,0.0353244988841973,-0.222158836183449,-0.0836868005573951,1.51778151888124e-05
Diet and food preferences,X20685.Liking for lentils or beans,CCL22,C-C motif chemokine 22,36203,-0.161381087186195,0.0373008816208915,-0.234490815163143,-0.0882713592092481,1.53624716152845e-05
Diet and food preferences,X20685.Liking for lentils or beans,TGFBR2,TGF-beta receptor type-2,36292,-0.271920343984539,0.0629126759529907,-0.395229188852401,-0.148611499116677,1.56602094782041e-05
Diet and food preferences,X20685.Liking for lentils or beans,YAP1,Transcriptional coactivator YAP1,35350,-0.374813438696628,0.08689132956581,-0.545120444645616,-0.20450643274764,1.63140711428911e-05
Diet and food preferences,X20685.Liking for lentils or beans,TGFA,Protransforming growth factor alpha,36229,-0.187369409812441,0.043495821173735,-0.272621219312961,-0.10211760031192,1.67164494908749e-05
Diet and food preferences,X20685.Liking for lentils or beans,CD99L2,CD99 antigen-like protein 2,36265,-0.357547307470712,0.0831231070321057,-0.520468597253639,-0.194626017687785,1.7199404723789e-05
Diet and food preferences,X20685.Liking for lentils or beans,INHBC,Inhibin beta C chain,36265,-0.202267755985262,0.0470305256418516,-0.294447586243291,-0.110087925727233,1.72492565521354e-05
Diet and food preferences,X20685.Liking for lentils or beans,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,35325,-0.30903952770135,0.0721659159236902,-0.450484722911783,-0.167594332490917,1.87759307187456e-05
Diet and food preferences,X20685.Liking for lentils or beans,CD302,CD302 antigen,36216,-0.290621342497815,0.0678764296547429,-0.423659144621111,-0.157583540374519,1.88007238908765e-05
