Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Physical activities,X22040.Summed MET minutes per week for all activity,ITGAV,Integrin alpha-V,46371,0.031727675617503,0.00137993457998784,0.0290230038407268,0.0344323473942792,3.05166368932066e-115
Physical activities,X22040.Summed MET minutes per week for all activity,LEP,Leptin,46218,-0.116148891229084,0.00567335002201479,-0.127268657272233,-0.105029125185935,4.82993004994868e-92
Physical activities,X22040.Summed MET minutes per week for all activity,ITGAM,Integrin alpha-M,46246,0.0512553733930337,0.00271561802416009,0.0459327620656799,0.0565779847203875,1.17486572952988e-78
Physical activities,X22040.Summed MET minutes per week for all activity,ITGA11,Integrin alpha-11,46181,0.0522030991644283,0.00291746496020138,0.0464848678424336,0.057921330486423,5.95516244596385e-71
Physical activities,X22040.Summed MET minutes per week for all activity,MXRA8,Matrix remodeling-associated protein 8,43736,0.04135717111113,0.00262152303339271,0.0362189859656802,0.0464953562565797,1.31528111106355e-55
Physical activities,X22040.Summed MET minutes per week for all activity,CRTAC1,Cartilage acidic protein 1,46428,0.0390958760141208,0.00258647558328511,0.034026383870882,0.0441653681573596,2.72919007851545e-51
Physical activities,X22040.Summed MET minutes per week for all activity,COMP,Cartilage oligomeric matrix protein,46059,0.0427268133629225,0.00290583348758745,0.0370313797272511,0.0484222469985939,1.21901546437363e-48
Physical activities,X22040.Summed MET minutes per week for all activity,PGF,Placenta growth factor,46390,-0.0313817118674437,0.00217986587566129,-0.0356542489837398,-0.0271091747511476,1.0222910965767e-46
Physical activities,X22040.Summed MET minutes per week for all activity,MYOM3,Myomesin-3,43736,0.111218565232624,0.00784011332165442,0.0958519431221812,0.126585187343066,2.25040008976491e-45
Physical activities,X22040.Summed MET minutes per week for all activity,ADGRG2,Adhesion G-protein coupled receptor G2,46218,0.0325263825733412,0.0023148993894213,0.0279891797700755,0.037063585376607,1.35033223713495e-44
Physical activities,X22040.Summed MET minutes per week for all activity,CLEC4A,C-type lectin domain family 4 member A,46181,0.0417532780349956,0.00299883928479547,0.0358755530367965,0.0476310030331948,7.9793232591166e-44
