Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
FUT8,"Alpha-(1,6)-fucosyltransferase","Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,47276,364,0.78 [0.65-0.94],0.0080692112287849
FUT8,"Alpha-(1,6)-fucosyltransferase","Chapter IV Endocrine, nutritional and metabolic diseases","Obesity, other/unspecified",47279,360,0.79 [0.66-0.94],0.0097478497570922
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,33744,152,0.67 [0.52-0.88],0.0034363315904129
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",46720,2384,0.89 [0.83-0.95],0.0003691745043548
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,Angina pectoris,45763,1427,0.87 [0.80-0.95],0.0011692669920845
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,46191,1891,0.87 [0.81-0.94],0.0002901306561747
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,42416,184,0.65 [0.52-0.83],0.0004871650500001
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,Phlebitis and thrombophlebitis (not including DVT),48147,280,1.27 [1.06-1.51],0.0082214235080177
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,DVT of lower extremities,48104,237,1.32 [1.09-1.60],0.0041222391413361
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter IX Diseases of the circulatory system,"!Phlebitis/thrombophlebitis venae iliacae [externae/internae/communis], drug-induced",50647,228,1.31 [1.08-1.60],0.0061611924054756
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter X Diseases of the respiratory system,Interstitial lung disease,48141,137,1.39 [1.09-1.78],0.0083716492271695
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter X Diseases of the respiratory system,"ILD, hospital admissions",50493,137,1.39 [1.08-1.77],0.0092432329097775
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,35688,302,1.36 [1.15-1.61],0.0003147902674673
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",50239,290,1.37 [1.16-1.63],0.0002796945402692
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,50261,262,1.36 [1.14-1.63],0.0007312993866916
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,40495,8449,0.95 [0.91-0.98],0.0059053692802981
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,20654,96,1.47 [1.10-1.97],0.0095809030097913
FUT8,"Alpha-(1,6)-fucosyltransferase",Chapter XIV Diseases of the genitourinary system,Uterine polyps,20874,316,0.79 [0.66-0.94],0.0082693995569772
