Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GBP4,Guanylate-binding protein 4,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",40075,112,0.72 [0.72-0.72],0.0
GBP4,Guanylate-binding protein 4,Chapter II Neoplasms,Melanocytic naevi,49922,378,0.74 [0.60-0.90],0.003125019418955
GBP4,Guanylate-binding protein 4,Chapter VI Diseases of the nervous system,Neurological diseases,42991,2886,1.11 [1.03-1.18],0.0043727001038903
GBP4,Guanylate-binding protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of lacrimal system,48417,153,1.44 [1.12-1.85],0.0046987697501857
GBP4,Guanylate-binding protein 4,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of choroid and retina,48297,420,1.29 [1.10-1.52],0.0022811894553205
GBP4,Guanylate-binding protein 4,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",46521,380,1.26 [1.06-1.50],0.0085939891749428
GBP4,Guanylate-binding protein 4,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,36007,568,1.26 [1.09-1.45],0.0017788244617223
GBP4,Guanylate-binding protein 4,Chapter XI Diseases of the digestive system,Constipation,47069,512,1.25 [1.07-1.45],0.004081170834268
GBP4,Guanylate-binding protein 4,Chapter XI Diseases of the digestive system,Diseases of the digestive system,47544,614,1.22 [1.06-1.40],0.0051606027636238
GBP4,Guanylate-binding protein 4,Chapter XI Diseases of the digestive system,Intestinal malabsorption,47073,143,1.53 [1.20-1.95],0.0006570962874746
GBP4,Guanylate-binding protein 4,Chapter XI Diseases of the digestive system,Coeliac disease,47047,117,1.53 [1.16-2.00],0.0021576332756471
GBP4,Guanylate-binding protein 4,Chapter XIV Diseases of the genitourinary system,Acute renal failure,45321,108,1.56 [1.17-2.07],0.0023397915661001
GBP4,Guanylate-binding protein 4,Chapter XIV Diseases of the genitourinary system,Postmenopausal bleeding,21059,883,0.78 [0.68-0.89],0.0002579638771038
