Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,41848,587,1.09 [1.03-1.15],0.0039278429049785
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,41848,587,1.09 [1.03-1.15],0.0039278429049785
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,25170,756,0.91 [0.87-0.96],0.0004452181604991
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,37113,160,0.82 [0.74-0.90],6.430786976684419e-05
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter IX Diseases of the circulatory system,Varicose veins,42606,826,0.93 [0.89-0.97],0.0015894869522633
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter X Diseases of the respiratory system,Diseases of the respiratory system,35578,3600,1.04 [1.02-1.07],0.000532256958155
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter X Diseases of the respiratory system,Chronic lower respiratory diseases,39768,1759,1.06 [1.02-1.09],0.0007344926372728
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,42879,1324,1.05 [1.02-1.09],0.0053575232662969
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter XI Diseases of the digestive system,Diseases of liver,43153,210,0.86 [0.79-0.94],0.0008333958229374
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",43825,251,1.13 [1.03-1.23],0.0069193307580477
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,43841,227,1.14 [1.04-1.25],0.0049820237179496
YARS1,"Tyrosine--tRNA ligase, cytoplasmic",Chapter XIV Diseases of the genitourinary system,Uterine polyps,18214,272,0.90 [0.83-0.97],0.0070085030817821
