Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
SUMF1,Formylglycine-generating enzyme,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",41072,569,1.20 [1.09-1.32],0.0002106067885472
SUMF1,Formylglycine-generating enzyme,Chapter II Neoplasms,Benign neoplasm: Rectum,42907,117,1.33 [1.12-1.58],0.001032703777737
SUMF1,Formylglycine-generating enzyme,Chapter V Mental and behavioural disorders,Any mental disorder,36808,1086,1.13 [1.04-1.22],0.0034112115908884
SUMF1,Formylglycine-generating enzyme,Chapter XI Diseases of the digestive system,Gastrointestinal diseases,29629,9820,1.06 [1.02-1.10],0.0015545860666375
SUMF1,Formylglycine-generating enzyme,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",36329,3662,1.07 [1.02-1.12],0.0040769426527243
SUMF1,Formylglycine-generating enzyme,Chapter XI Diseases of the digestive system,Diseases of the digestive system,41111,528,1.20 [1.09-1.32],0.0003335171818685
SUMF1,Formylglycine-generating enzyme,Chapter XI Diseases of the digestive system,Intestinal malabsorption,40702,119,1.27 [1.07-1.52],0.0078179369743005
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,31300,6730,1.07 [1.03-1.11],0.0011339323974551
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthropathies,34024,3918,1.07 [1.03-1.13],0.0026504975506937
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,32028,1922,1.10 [1.03-1.18],0.002781018400676
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",36390,1922,1.10 [1.03-1.17],0.003545478315302
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other arthrosis,30746,640,1.19 [1.08-1.30],0.0003186082080528
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other joint disorders,32294,2188,1.08 [1.02-1.14],0.0094658548416787
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Internal derangement of knee,30914,808,1.18 [1.08-1.28],0.0001083541361794
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Meniscus derangement,30803,697,1.16 [1.06-1.27],0.0016264954617164
SUMF1,Formylglycine-generating enzyme,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Spinal stenosis,37636,144,1.29 [1.09-1.52],0.0025414899800643
SUMF1,Formylglycine-generating enzyme,Chapter XIV Diseases of the genitourinary system,Genitourinary diseases,34612,7163,1.06 [1.02-1.10],0.0029991399291774
SUMF1,Formylglycine-generating enzyme,Chapter XIV Diseases of the genitourinary system,Endometriosis,17811,300,1.21 [1.07-1.36],0.0015463131659107
