Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,41848,587,1.28 [1.09-1.51],0.0025937233616279
GORASP2,Golgi reassembly-stacking protein 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified anaemias,41848,587,1.28 [1.09-1.51],0.0025937233616279
GORASP2,Golgi reassembly-stacking protein 2,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,37113,160,0.58 [0.41-0.82],0.001978457452168
GORASP2,Golgi reassembly-stacking protein 2,Chapter IX Diseases of the circulatory system,Varicose veins,42606,826,0.82 [0.71-0.95],0.0084715008326906
GORASP2,Golgi reassembly-stacking protein 2,Chapter X Diseases of the respiratory system,Diseases of the respiratory system,35578,3600,1.11 [1.04-1.19],0.0033611376429688
GORASP2,Golgi reassembly-stacking protein 2,Chapter XI Diseases of the digestive system,Diaphragmatic hernia,37753,1495,1.15 [1.03-1.28],0.0094071805072144
GORASP2,Golgi reassembly-stacking protein 2,Chapter XI Diseases of the digestive system,Diseases of liver,43153,210,0.67 [0.50-0.89],0.0066442217910251
GORASP2,Golgi reassembly-stacking protein 2,Chapter XI Diseases of the digestive system,Diseases of the digestive system,42182,533,1.30 [1.10-1.54],0.0023379619197824
GORASP2,Golgi reassembly-stacking protein 2,Chapter XI Diseases of the digestive system,Intestinal malabsorption,41766,117,2.17 [1.58-2.98],1.4884352183837206e-06
GORASP2,Golgi reassembly-stacking protein 2,Chapter XI Diseases of the digestive system,Coeliac disease,41746,97,2.08 [1.46-2.96],4.367580835679097e-05
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Diseases of the musculoskeletal system and connective tissue,32130,6918,1.08 [1.02-1.15],0.0053838499304075
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,32886,1985,1.16 [1.06-1.28],0.0018521661304285
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",37362,1985,1.16 [1.05-1.27],0.0023548453210934
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIV Diseases of the genitourinary system,Unspecified/other endometriosis,18029,87,1.80 [1.21-2.69],0.004045521585516
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIV Diseases of the genitourinary system,Uterine polyps,18214,272,0.71 [0.54-0.91],0.0082701379388031
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIV Diseases of the genitourinary system,Irregular menses,23985,409,1.34 [1.10-1.62],0.0035059114918308
GORASP2,Golgi reassembly-stacking protein 2,Chapter XIV Diseases of the genitourinary system,"Excessive, frequent and irregular menstruation",19121,1179,1.23 [1.09-1.39],0.0006110530776495
