Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
TREML1,Trem-like transcript 1 protein,Chapter V Mental and behavioural disorders,Other anxiety disorders,42258,114,0.62 [0.44-0.89],0.0086861351907364
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",40991,2017,0.80 [0.73-0.87],3.13256131458264e-07
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,Angina pectoris,40176,1202,0.76 [0.68-0.85],2.0952794901500417e-06
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,Major coronary heart disease event,43378,794,0.80 [0.70-0.91],0.0008961420441831
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",39474,500,0.73 [0.62-0.87],0.0003286604288255
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,40532,1589,0.81 [0.73-0.89],1.838842892242673e-05
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,25320,761,0.82 [0.71-0.94],0.0051505141261955
TREML1,Trem-like transcript 1 protein,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,37310,165,0.48 [0.35-0.65],1.7770129802395773e-06
TREML1,Trem-like transcript 1 protein,Chapter XI Diseases of the digestive system,Diseases of liver,43362,211,0.61 [0.47-0.80],0.0002545099786423
TREML1,Trem-like transcript 1 protein,Chapter XI Diseases of the digestive system,Other diseases of liver,43267,116,0.62 [0.44-0.88],0.0081580368686028
TREML1,Trem-like transcript 1 protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,33041,1995,1.14 [1.05-1.24],0.0029004924881432
TREML1,Trem-like transcript 1 protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Artrosis, including avohilmo",37532,1995,1.14 [1.04-1.23],0.0031098536757589
TREML1,Trem-like transcript 1 protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,31418,372,0.77 [0.63-0.93],0.0074700785307151
TREML1,Trem-like transcript 1 protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Coxarthrosis,31546,500,1.28 [1.09-1.50],0.0028144315053734
TREML1,Trem-like transcript 1 protein,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",44501,251,1.36 [1.09-1.70],0.005966055373829
TREML1,Trem-like transcript 1 protein,"Chapter XV Pregnancy, childbirth and the puerperium",Medical abortion,23952,141,1.60 [1.19-2.15],0.0018990311773674
