Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
EHD3,EH domain-containing protein 3,Chapter I Certain infectious and parasitic diseases,Other septicaemia,41807,128,0.82 [0.71-0.94],0.0051265323539143
EHD3,EH domain-containing protein 3,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,42634,118,0.81 [0.70-0.94],0.0055628367081236
EHD3,EH domain-containing protein 3,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,34967,1624,0.94 [0.91-0.99],0.0099125987850617
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,30785,5430,0.95 [0.93-0.98],0.0005570356237308
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Rheumatic valve diseases,42516,118,0.82 [0.71-0.95],0.0084328271426112
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Hypertensive Renal Disease,28829,91,0.79 [0.67-0.94],0.0070738009320712
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,"Ischaemic heart disease, wide definition",39862,1948,0.92 [0.89-0.96],6.12922776961346e-05
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Angina pectoris,39084,1170,0.91 [0.87-0.96],0.0003588664581217
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,"Myocardial infarction, strict",38396,482,0.90 [0.83-0.97],0.0055288531981716
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Coronary atherosclerosis,39423,1541,0.92 [0.88-0.96],0.000215541998864
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Secondary right heart disease,42138,169,0.83 [0.73-0.93],0.0022472634633846
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Other pulmonary heart/vessel disease,42140,171,0.84 [0.74-0.94],0.0040228675102917
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",28901,163,0.82 [0.72-0.93],0.0018899133740772
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,24646,747,0.86 [0.81-0.92],3.655995750995092e-06
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Other or ill-defined heart diseases,36270,159,0.72 [0.64-0.82],2.2374591887102226e-07
EHD3,EH domain-containing protein 3,Chapter IX Diseases of the circulatory system,Varicose veins,41666,818,0.91 [0.86-0.96],0.0013344731193492
EHD3,EH domain-containing protein 3,Chapter X Diseases of the respiratory system,Nasal polyp,41349,212,1.18 [1.05-1.33],0.0051103408904525
EHD3,EH domain-containing protein 3,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,40960,124,0.83 [0.72-0.95],0.0093373795995417
EHD3,EH domain-containing protein 3,Chapter XI Diseases of the digestive system,Other diseases of lip and oral mucosa,41686,134,0.83 [0.72-0.95],0.0082089751453527
EHD3,EH domain-containing protein 3,Chapter XI Diseases of the digestive system,Oral lichen ruber planus,43373,92,0.78 [0.66-0.91],0.0023109473710524
EHD3,EH domain-containing protein 3,Chapter XI Diseases of the digestive system,"Diseases of oesophagus, stomach and duodenum",36393,3647,0.96 [0.93-0.99],0.0067857832523907
EHD3,EH domain-containing protein 3,Chapter XI Diseases of the digestive system,Diseases of liver,42181,210,0.76 [0.68-0.85],6.574909027199543e-07
EHD3,EH domain-containing protein 3,Chapter XI Diseases of the digestive system,Other diseases of liver,42086,115,0.82 [0.71-0.95],0.0093460086127477
EHD3,EH domain-containing protein 3,Chapter XIV Diseases of the genitourinary system,Neuromuscular dysfunction of bladder,38238,131,1.22 [1.05-1.42],0.008865293126024
EHD3,EH domain-containing protein 3,Chapter XIV Diseases of the genitourinary system,Female genital prolapse,18232,688,1.10 [1.03-1.17],0.0048857002672996
