Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_ENTESOPATHYOTH,CHGA,Chromogranin-A,Wald ratio,1,0.99 [0.82-1.19],0.892829300429551,trans
