Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,A1BG,Alpha-1B-glycoprotein,38892,238,1.44 [0.70-2.97],0.3247017506262342
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AAMDC,Mth938 domain-containing protein,37812,225,0.92 [0.72-1.17],0.504677240040823
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,AARSD1,Alanyl-tRNA editing protein Aarsd1,44432,279,0.99 [0.82-1.20],0.908916937174929
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABCA2,ATP-binding cassette sub-family A member 2,37567,228,1.34 [0.97-1.84],0.078328422798434
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABHD14B,Protein ABHD14B,44168,277,1.03 [0.86-1.24],0.7366146209458804
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABL1,Tyrosine-protein kinase ABL1,44432,279,1.04 [0.89-1.21],0.6154349187324729
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABO,Histo-blood group ABO system transferase,38863,235,0.91 [0.84-1.00],0.0419061402400368
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ABRAXAS2,BRISC complex subunit Abraxas 2,37567,228,0.96 [0.79-1.16],0.6529687580329889
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",43590,274,1.02 [0.90-1.16],0.7557680517708314
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified dorsalgia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",38137,236,0.95 [0.78-1.15],0.5903164974096728
