Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,A1BG,Alpha-1B-glycoprotein,37954,1512,2.27 [1.69-3.07],7.952778862171397e-08
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,AAMDC,Mth938 domain-containing protein,36893,1461,1.01 [0.92-1.12],0.8122305328162449
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,AARSD1,Alanyl-tRNA editing protein Aarsd1,43343,1716,1.02 [0.95-1.11],0.547146645126954
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ABCA2,ATP-binding cassette sub-family A member 2,36681,1456,1.12 [0.98-1.29],0.1064168166953269
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ABHD14B,Protein ABHD14B,43078,1707,1.02 [0.94-1.10],0.6271431450229772
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ABL1,Tyrosine-protein kinase ABL1,43343,1716,1.11 [1.04-1.18],0.0019998901841305
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ABO,Histo-blood group ABO system transferase,37937,1514,1.01 [0.97-1.04],0.7297690322435884
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ABRAXAS2,BRISC complex subunit Abraxas 2,36681,1456,1.02 [0.94-1.10],0.6595757087683972
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",42524,1683,1.13 [1.07-1.19],4.815545642376543e-06
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",37242,1481,1.01 [0.94-1.09],0.73709511633771
Chapter XI Diseases of the digestive system,Diaphragmatic hernia,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",37890,1508,1.05 [0.99-1.11],0.1149625641616448
