Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Impacted teeth,A1BG,Alpha-1B-glycoprotein,44773,141,1.19 [0.47-2.99],0.7154329811800648
Chapter XI Diseases of the digestive system,Impacted teeth,AAMDC,Mth938 domain-containing protein,43520,138,0.88 [0.64-1.19],0.4010911715049026
Chapter XI Diseases of the digestive system,Impacted teeth,AARSD1,Alanyl-tRNA editing protein Aarsd1,51185,165,1.00 [0.78-1.27],0.9724145103720252
Chapter XI Diseases of the digestive system,Impacted teeth,ABCA2,ATP-binding cassette sub-family A member 2,43237,139,0.92 [0.58-1.45],0.7208287859803151
Chapter XI Diseases of the digestive system,Impacted teeth,ABHD14B,Protein ABHD14B,50860,166,1.16 [0.92-1.47],0.2061850801132401
Chapter XI Diseases of the digestive system,Impacted teeth,ABL1,Tyrosine-protein kinase ABL1,51185,165,1.16 [0.96-1.41],0.1235699303734073
Chapter XI Diseases of the digestive system,Impacted teeth,ABO,Histo-blood group ABO system transferase,44742,139,1.03 [0.92-1.15],0.5840577209848472
Chapter XI Diseases of the digestive system,Impacted teeth,ABRAXAS2,BRISC complex subunit Abraxas 2,43237,139,1.04 [0.82-1.33],0.7433639193991761
Chapter XI Diseases of the digestive system,Impacted teeth,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",50214,168,1.15 [0.98-1.34],0.0875401637517285
Chapter XI Diseases of the digestive system,Impacted teeth,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",43893,137,0.79 [0.59-1.06],0.1149938936659125
Chapter XI Diseases of the digestive system,Impacted teeth,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",44703,141,0.93 [0.77-1.11],0.4166694336531658
Chapter XI Diseases of the digestive system,Impacted teeth,ACAN,Aggrecan core protein,50932,167,1.25 [0.77-2.03],0.3737029010128541
Chapter XI Diseases of the digestive system,Impacted teeth,ACE,Angiotensin-converting enzyme,44742,139,1.20 [0.64-2.25],0.5660518153521346
Chapter XI Diseases of the digestive system,Impacted teeth,ACE2,Angiotensin-converting enzyme 2,50481,164,0.93 [0.70-1.24],0.6418196246536623
Chapter XI Diseases of the digestive system,Impacted teeth,ACHE,Acetylcholinesterase,43730,133,1.32 [0.82-2.13],0.2603248095753949
Chapter XI Diseases of the digestive system,Impacted teeth,ACOT13,Acyl-coenzyme A thioesterase 13,44516,141,1.03 [0.90-1.19],0.6466240261643262
Chapter XI Diseases of the digestive system,Impacted teeth,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,51422,170,0.98 [0.74-1.29],0.8661183297023874
Chapter XI Diseases of the digestive system,Impacted teeth,ACP1,Low molecular weight phosphotyrosine protein phosphatase,43410,140,0.73 [0.50-1.08],0.1139375376341291
Chapter XI Diseases of the digestive system,Impacted teeth,ACP5,Tartrate-resistant acid phosphatase type 5,51644,173,1.27 [0.85-1.88],0.2445642994384954
Chapter XI Diseases of the digestive system,Impacted teeth,ACP6,Lysophosphatidic acid phosphatase type 6,51783,172,0.97 [0.79-1.18],0.7270562377168642
Chapter XI Diseases of the digestive system,Impacted teeth,ACRBP,Acrosin-binding protein,44499,141,0.79 [0.51-1.22],0.2924393963362444
Chapter XI Diseases of the digestive system,Impacted teeth,ACRV1,Acrosomal protein SP-10,43410,140,1.01 [0.81-1.26],0.9339669148085952
Chapter XI Diseases of the digestive system,Impacted teeth,ACSL1,Long-chain-fatty-acid--CoA ligase 1,43237,139,0.80 [0.48-1.31],0.3677374317356833
Chapter XI Diseases of the digestive system,Impacted teeth,ACTA2,"Actin, aortic smooth muscle",50481,164,0.81 [0.57-1.15],0.243591015221956
Chapter XI Diseases of the digestive system,Impacted teeth,ACTN2,Alpha-actinin-2,43237,139,0.74 [0.54-1.02],0.0631364095207459
Chapter XI Diseases of the digestive system,Impacted teeth,ACTN4,Alpha-actinin-4,50455,165,0.91 [0.57-1.45],0.6925742782177002
Chapter XI Diseases of the digestive system,Impacted teeth,ACVRL1,Serine/threonine-protein kinase receptor R3,50936,166,1.19 [0.68-2.10],0.5450748923071054
Chapter XI Diseases of the digestive system,Impacted teeth,ACY1,Aminoacylase-1,51422,170,0.96 [0.78-1.20],0.7480698874997931
Chapter XI Diseases of the digestive system,Impacted teeth,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,43237,139,0.95 [0.70-1.27],0.7187246015493406
Chapter XI Diseases of the digestive system,Impacted teeth,ACYP1,Acylphosphatase-1,43566,133,1.00 [0.78-1.28],0.9834271706246492
Chapter XI Diseases of the digestive system,Impacted teeth,ADA,Adenosine deaminase,51985,172,0.97 [0.67-1.41],0.870017630828041
Chapter XI Diseases of the digestive system,Impacted teeth,ADA2,Adenosine deaminase 2,51124,171,1.06 [0.77-1.47],0.7219621773033225
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,43410,140,1.08 [0.73-1.60],0.6860572722956577
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,50481,164,0.85 [0.54-1.33],0.4664436144056579
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,51021,166,1.08 [0.73-1.61],0.6930883163263262
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,51985,172,1.12 [0.76-1.66],0.5690073722903067
Chapter XI Diseases of the digestive system,Impacted teeth,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,51789,173,1.28 [0.80-2.04],0.299175638541756
