Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Asthma,A1BG,Alpha-1B-glycoprotein,32012,1455,2.02 [1.49-2.74],5.820347505097755e-06
Chapter X Diseases of the respiratory system,Asthma,AAMDC,Mth938 domain-containing protein,31121,1421,1.10 [1.00-1.21],0.0563848537382849
Chapter X Diseases of the respiratory system,Asthma,AARSD1,Alanyl-tRNA editing protein Aarsd1,36569,1667,1.18 [1.09-1.27],5.097890814769736e-05
Chapter X Diseases of the respiratory system,Asthma,ABCA2,ATP-binding cassette sub-family A member 2,30929,1405,1.07 [0.92-1.24],0.3670012026315838
Chapter X Diseases of the respiratory system,Asthma,ABHD14B,Protein ABHD14B,36322,1647,1.10 [1.01-1.19],0.0199656625728963
Chapter X Diseases of the respiratory system,Asthma,ABL1,Tyrosine-protein kinase ABL1,36569,1667,1.14 [1.07-1.21],6.998647909600183e-05
Chapter X Diseases of the respiratory system,Asthma,ABO,Histo-blood group ABO system transferase,31987,1450,0.99 [0.95-1.02],0.4270327001725641
Chapter X Diseases of the respiratory system,Asthma,ABRAXAS2,BRISC complex subunit Abraxas 2,30929,1405,1.05 [0.97-1.13],0.2678995412766434
Chapter X Diseases of the respiratory system,Asthma,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",35884,1620,1.05 [0.99-1.10],0.1131386519894496
Chapter X Diseases of the respiratory system,Asthma,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",31364,1421,0.90 [0.83-0.98],0.0176260080526867
Chapter X Diseases of the respiratory system,Asthma,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",31971,1457,1.04 [0.98-1.10],0.1609057965321386
Chapter X Diseases of the respiratory system,Asthma,ACAN,Aggrecan core protein,36385,1676,0.72 [0.62-0.85],5.558417369906595e-05
Chapter X Diseases of the respiratory system,Asthma,ACE,Angiotensin-converting enzyme,31987,1450,1.05 [0.86-1.28],0.6120367411589527
Chapter X Diseases of the respiratory system,Asthma,ACE2,Angiotensin-converting enzyme 2,36062,1643,1.34 [1.24-1.45],3.20452760212442e-13
Chapter X Diseases of the respiratory system,Asthma,ACHE,Acetylcholinesterase,31248,1419,0.61 [0.52-0.72],6.1957756404306e-09
Chapter X Diseases of the respiratory system,Asthma,ACOT13,Acyl-coenzyme A thioesterase 13,31818,1444,1.05 [1.00-1.10],0.0346608198762962
Chapter X Diseases of the respiratory system,Asthma,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,36736,1685,1.13 [1.04-1.23],0.0053887643905353
Chapter X Diseases of the respiratory system,Asthma,ACP1,Low molecular weight phosphotyrosine protein phosphatase,31042,1416,0.95 [0.84-1.06],0.3384074398197746
Chapter X Diseases of the respiratory system,Asthma,ACP5,Tartrate-resistant acid phosphatase type 5,36898,1681,1.20 [1.05-1.38],0.0084370345149317
Chapter X Diseases of the respiratory system,Asthma,ACP6,Lysophosphatidic acid phosphatase type 6,36998,1680,1.08 [1.01-1.15],0.0294368284933888
Chapter X Diseases of the respiratory system,Asthma,ACRBP,Acrosin-binding protein,31814,1442,1.09 [0.96-1.24],0.188413791644965
Chapter X Diseases of the respiratory system,Asthma,ACRV1,Acrosomal protein SP-10,31042,1416,1.07 [1.00-1.15],0.0608762601698379
Chapter X Diseases of the respiratory system,Asthma,ACSL1,Long-chain-fatty-acid--CoA ligase 1,30929,1405,1.01 [0.87-1.16],0.901881719525872
Chapter X Diseases of the respiratory system,Asthma,ACTA2,"Actin, aortic smooth muscle",36062,1643,1.31 [1.20-1.43],4.9346217591095815e-09
Chapter X Diseases of the respiratory system,Asthma,ACTN2,Alpha-actinin-2,30929,1405,1.36 [1.25-1.47],1.904442811655016e-14
Chapter X Diseases of the respiratory system,Asthma,ACTN4,Alpha-actinin-4,36040,1632,1.04 [0.90-1.19],0.6133788009755535
Chapter X Diseases of the respiratory system,Asthma,ACVRL1,Serine/threonine-protein kinase receptor R3,36387,1651,2.11 [1.77-2.51],4.2785572636881305e-17
